id,param,scenario,dataset,region,classLabel,class,x,units,value
31,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2035,Ag Production (Mt),98.3332474327746
32,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2040,Ag Production (Mt),103.36549954418
33,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2045,Ag Production (Mt),107.854400310767
34,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2050,Ag Production (Mt),111.780609422136
35,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2055,Ag Production (Mt),113.507705155611
36,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2060,Ag Production (Mt),114.335007797193
37,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2065,Ag Production (Mt),114.837510134588
38,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2070,Ag Production (Mt),115.039037693818
39,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2075,Ag Production (Mt),114.980233829558
40,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2080,Ag Production (Mt),114.605950188016
41,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2085,Ag Production (Mt),114.055784770819
42,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2090,Ag Production (Mt),113.266910008484
43,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2095,Ag Production (Mt),112.304816185157
44,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FiberCrop,2100,Ag Production (Mt),111.247964994946
45,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,1975,Ag Production (Mt),251.47254717688
46,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,1990,Ag Production (Mt),607.47636562209
47,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2005,Ag Production (Mt),726.5689178321
48,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2010,Ag Production (Mt),776.6894123193
49,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2015,Ag Production (Mt),774.6835160365
50,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2020,Ag Production (Mt),837.760968105934
51,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2025,Ag Production (Mt),899.02420055225
52,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2030,Ag Production (Mt),962.199780584248
53,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2035,Ag Production (Mt),1025.54199302107
54,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2040,Ag Production (Mt),1088.30122009562
55,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2045,Ag Production (Mt),1147.938372787
56,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2050,Ag Production (Mt),1205.1799908849
57,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2055,Ag Production (Mt),1256.54048737557
58,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2060,Ag Production (Mt),1305.70738223539
59,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2065,Ag Production (Mt),1351.81962161341
60,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2070,Ag Production (Mt),1394.90294901393
61,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2075,Ag Production (Mt),1433.82037055773
62,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2080,Ag Production (Mt),1467.65901039444
63,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2085,Ag Production (Mt),1495.99627258594
64,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2090,Ag Production (Mt),1518.91198155743
65,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2095,Ag Production (Mt),1536.5747412175
66,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderGrass,2100,Ag Production (Mt),1548.84969857118
67,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,1975,Ag Production (Mt),934.98953415238
68,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,1990,Ag Production (Mt),1270.45784226727
69,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2005,Ag Production (Mt),901.612101876379
70,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2010,Ag Production (Mt),957.147227125179
71,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2015,Ag Production (Mt),984.631954780968
72,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2020,Ag Production (Mt),1117.25499702436
73,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2025,Ag Production (Mt),1242.4587091863
74,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2030,Ag Production (Mt),1359.07867453656
75,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2035,Ag Production (Mt),1468.87802475202
76,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2040,Ag Production (Mt),1576.28734088021
77,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2045,Ag Production (Mt),1679.90221928762
78,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2050,Ag Production (Mt),1776.91686626039
79,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2055,Ag Production (Mt),1870.35093695627
80,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2060,Ag Production (Mt),1957.71014667316
81,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2065,Ag Production (Mt),2036.7639422557
82,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2070,Ag Production (Mt),2107.12659204522
83,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2075,Ag Production (Mt),2166.65472340617
84,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2080,Ag Production (Mt),2214.65452286399
85,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2085,Ag Production (Mt),2251.00622110021
86,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2090,Ag Production (Mt),2276.50423792873
87,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2095,Ag Production (Mt),2292.29820377085
88,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,FodderHerb,2100,Ag Production (Mt),2298.73380891866
89,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,1975,Ag Production (Mt),265.312942103328
90,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,1990,Ag Production (Mt),357.864266221131
91,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2005,Ag Production (Mt),541.710882689242
92,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2010,Ag Production (Mt),622.394239937883
93,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2015,Ag Production (Mt),704.393920857347
94,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2020,Ag Production (Mt),793.574970473909
95,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2025,Ag Production (Mt),878.511817936348
96,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2030,Ag Production (Mt),957.608832389198
97,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2035,Ag Production (Mt),1030.99865298408
98,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2040,Ag Production (Mt),1101.4499773761
99,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2045,Ag Production (Mt),1168.45236534184
100,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2050,Ag Production (Mt),1231.14236027748
101,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2055,Ag Production (Mt),1288.93853569408
102,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2060,Ag Production (Mt),1342.25554232742
103,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2065,Ag Production (Mt),1390.70718362227
104,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2070,Ag Production (Mt),1433.76633361823
105,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2075,Ag Production (Mt),1470.74375510845
106,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2080,Ag Production (Mt),1501.43097345544
107,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2085,Ag Production (Mt),1525.79267751768
108,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2090,Ag Production (Mt),1544.42130114932
109,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2095,Ag Production (Mt),1557.80043561081
110,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Fruits,2100,Ag Production (Mt),1566.24477039667
111,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,1975,Ag Production (Mt),42.545747394843
112,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,1990,Ag Production (Mt),55.954393756674
113,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2005,Ag Production (Mt),60.9092604570538
114,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2010,Ag Production (Mt),68.9726080648309
115,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2015,Ag Production (Mt),82.399803184045
116,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2020,Ag Production (Mt),94.612642998523
117,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2025,Ag Production (Mt),106.748914140024
118,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2030,Ag Production (Mt),119.140072076955
119,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2035,Ag Production (Mt),131.923687154386
120,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2040,Ag Production (Mt),145.158158404255
121,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2045,Ag Production (Mt),158.634325301167
122,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2050,Ag Production (Mt),172.182151485927
123,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2055,Ag Production (Mt),183.969007258092
124,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2060,Ag Production (Mt),195.232411635935
125,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2065,Ag Production (Mt),205.78139384605
126,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2070,Ag Production (Mt),215.496175629281
127,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2075,Ag Production (Mt),224.21115391584
128,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2080,Ag Production (Mt),231.777913201617
129,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2085,Ag Production (Mt),238.17869918375
130,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2090,Ag Production (Mt),243.513539050532
131,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2095,Ag Production (Mt),247.772224694818
132,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,Legumes,2100,Ag Production (Mt),251.04812922535
133,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,1975,Ag Production (Mt),17.573171023362
134,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,1990,Ag Production (Mt),26.3785140999508
135,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2005,Ag Production (Mt),36.9094242817176
136,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2010,Ag Production (Mt),42.6377147063327
137,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2015,Ag Production (Mt),49.2226571668521
138,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2020,Ag Production (Mt),53.3673000605022
139,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2025,Ag Production (Mt),57.2909183652514
140,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2030,Ag Production (Mt),60.9495996231731
141,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2035,Ag Production (Mt),64.32548658329
142,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2040,Ag Production (Mt),67.4908237439533
143,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2045,Ag Production (Mt),70.4036020979104
144,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2050,Ag Production (Mt),73.0226888198916
145,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2055,Ag Production (Mt),75.3336458530251
146,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2060,Ag Production (Mt),77.3579982075655
147,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2065,Ag Production (Mt),79.0822664387693
148,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2070,Ag Production (Mt),80.5019978094962
149,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2075,Ag Production (Mt),81.6045913061201
150,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2080,Ag Production (Mt),82.3920509248968
151,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2085,Ag Production (Mt),82.8792173873932
152,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2090,Ag Production (Mt),83.1034703852749
153,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2095,Ag Production (Mt),83.0948694163548
154,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,MiscCrop,2100,Ag Production (Mt),82.8718638464954
155,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,1975,Ag Production (Mt),21.7926199829768
156,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,1990,Ag Production (Mt),29.6448476025707
157,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2005,Ag Production (Mt),47.2903483701077
158,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2010,Ag Production (Mt),54.8768580465298
159,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2015,Ag Production (Mt),62.043696415353
160,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2020,Ag Production (Mt),69.454456943426
161,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2025,Ag Production (Mt),76.518074680812
162,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2030,Ag Production (Mt),83.467692408414
163,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2035,Ag Production (Mt),90.034491565285
164,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2040,Ag Production (Mt),96.585716681087
165,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2045,Ag Production (Mt),103.015358224023
166,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2050,Ag Production (Mt),109.40964445259
167,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2055,Ag Production (Mt),114.821222258463
168,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2060,Ag Production (Mt),119.973249870941
169,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2065,Ag Production (Mt),124.82711603193
170,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2070,Ag Production (Mt),129.303224909304
171,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2075,Ag Production (Mt),133.324232815647
172,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2080,Ag Production (Mt),136.840481992917
173,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2085,Ag Production (Mt),139.844487362093
174,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2090,Ag Production (Mt),142.416235453232
175,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2095,Ag Production (Mt),144.563617678282
176,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,NutsSeeds,2100,Ag Production (Mt),146.298565873528
177,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,1975,Ag Production (Mt),67.3633280323249
178,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,1990,Ag Production (Mt),110.082661943831
179,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2005,Ag Production (Mt),163.423488485711
180,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2010,Ag Production (Mt),191.153182149166
181,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2015,Ag Production (Mt),213.51646875309
182,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2020,Ag Production (Mt),235.96416537064
183,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2025,Ag Production (Mt),252.587798193451
184,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2030,Ag Production (Mt),267.706839375147
185,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2035,Ag Production (Mt),283.924493659346
186,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2040,Ag Production (Mt),305.392079797351
187,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2045,Ag Production (Mt),331.702401831266
188,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2050,Ag Production (Mt),357.897957484121
189,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2055,Ag Production (Mt),380.319342538947
190,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2060,Ag Production (Mt),399.324041007407
191,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2065,Ag Production (Mt),417.192347226642
192,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2070,Ag Production (Mt),431.236133092865
193,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2075,Ag Production (Mt),444.258884107161
194,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2080,Ag Production (Mt),457.468205384513
195,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2085,Ag Production (Mt),470.596411053154
196,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2090,Ag Production (Mt),482.226900180851
197,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2095,Ag Production (Mt),492.125322338901
198,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilCrop,2100,Ag Production (Mt),500.904089078884
199,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,1975,Ag Production (Mt),20.26638657938
200,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,1990,Ag Production (Mt),60.678900668002
201,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2005,Ag Production (Mt),177.59207763803
202,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2010,Ag Production (Mt),261.37178157904
203,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2015,Ag Production (Mt),345.85949306502
204,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2020,Ag Production (Mt),422.58865110557
205,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2025,Ag Production (Mt),490.34002157308
206,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2030,Ag Production (Mt),558.83812838583
207,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2035,Ag Production (Mt),631.410892739
208,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2040,Ag Production (Mt),732.87402851567
209,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2045,Ag Production (Mt),857.39642048378
210,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2050,Ag Production (Mt),978.633067406
211,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2055,Ag Production (Mt),1065.2675273503
212,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2060,Ag Production (Mt),1116.0657455083
213,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2065,Ag Production (Mt),1148.0737440321
214,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2070,Ag Production (Mt),1156.2354764737
215,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2075,Ag Production (Mt),1155.039575551
216,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2080,Ag Production (Mt),1150.2408089905
217,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2085,Ag Production (Mt),1141.4668638098
218,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2090,Ag Production (Mt),1131.6113459235
219,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2095,Ag Production (Mt),1121.6566625389
220,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OilPalm,2100,Ag Production (Mt),1110.6275327472
221,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OtherGrain,1975,Ag Production (Mt),329.173991427766
222,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OtherGrain,1990,Ag Production (Mt),342.608260595015
223,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OtherGrain,2005,Ag Production (Mt),296.3257093088
224,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OtherGrain,2010,Ag Production (Mt),291.775364490396
225,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OtherGrain,2015,Ag Production (Mt),304.671132214261
226,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OtherGrain,2020,Ag Production (Mt),328.576190518773
227,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OtherGrain,2025,Ag Production (Mt),348.119148837575
228,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OtherGrain,2030,Ag Production (Mt),368.81451083235
229,agProdByCrop,GCAM_SSP2,gcamv7p0,global,Crop,OtherGrain,2035,Ag Production (Mt),388.711040243632
