id,scenario,dataset,region,classLabel,class,x,units,value
19,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,coal,2035,Electricity Generation by Fuel (TWh),18.5629559444446
20,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,coal,2040,Electricity Generation by Fuel (TWh),28.2107727500002
21,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,coal,2045,Electricity Generation by Fuel (TWh),41.4835217222226
22,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,coal,2050,Electricity Generation by Fuel (TWh),59.6382584166672
23,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,gas,2010,Electricity Generation by Fuel (TWh),0.100232186111112
24,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,gas,2015,Electricity Generation by Fuel (TWh),0.316597905555558
25,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,gas,2020,Electricity Generation by Fuel (TWh),2.15047624444446
26,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,gas,2025,Electricity Generation by Fuel (TWh),4.15201827500003
27,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,gas,2030,Electricity Generation by Fuel (TWh),7.03842455555561
28,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,gas,2035,Electricity Generation by Fuel (TWh),10.7242035666668
29,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,gas,2040,Electricity Generation by Fuel (TWh),16.6817216722224
30,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,gas,2045,Electricity Generation by Fuel (TWh),25.5564195083335
31,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,gas,2050,Electricity Generation by Fuel (TWh),38.0172678522225
32,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,1990,Electricity Generation by Fuel (TWh),0.326011666666669
33,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,2005,Electricity Generation by Fuel (TWh),1.00305555555556
34,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,2010,Electricity Generation by Fuel (TWh),1.47106944444446
35,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,2015,Electricity Generation by Fuel (TWh),4.48188333333337
36,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,2020,Electricity Generation by Fuel (TWh),10.7800194444445
37,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,2025,Electricity Generation by Fuel (TWh),17.6286944444446
38,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,2030,Electricity Generation by Fuel (TWh),20.1991166666668
39,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,2035,Electricity Generation by Fuel (TWh),20.2064666666668
40,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,2040,Electricity Generation by Fuel (TWh),20.2071972222224
41,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,2045,Electricity Generation by Fuel (TWh),20.2072833333335
42,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,geothermal,2050,Electricity Generation by Fuel (TWh),20.1978652777779
43,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,1990,Electricity Generation by Fuel (TWh),6.13569444444449
44,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,2005,Electricity Generation by Fuel (TWh),10.347388888889
45,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,2010,Electricity Generation by Fuel (TWh),18.0917500000001
46,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,2015,Electricity Generation by Fuel (TWh),26.865027777778
47,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,2020,Electricity Generation by Fuel (TWh),34.5955555555558
48,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,2025,Electricity Generation by Fuel (TWh),42.3263888888892
49,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,2030,Electricity Generation by Fuel (TWh),50.0569444444449
50,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,2035,Electricity Generation by Fuel (TWh),57.7875000000005
51,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,2040,Electricity Generation by Fuel (TWh),65.5183333333339
52,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,2045,Electricity Generation by Fuel (TWh),73.2488888888895
53,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,hydro,2050,Electricity Generation by Fuel (TWh),80.9794444444451
54,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,nuclear,2020,Electricity Generation by Fuel (TWh),0.733793552777784
55,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,nuclear,2025,Electricity Generation by Fuel (TWh),6.81200220277783
56,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,nuclear,2030,Electricity Generation by Fuel (TWh),22.256739602778
57,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,nuclear,2035,Electricity Generation by Fuel (TWh),50.3450694027782
58,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,nuclear,2040,Electricity Generation by Fuel (TWh),95.1435064611119
59,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,nuclear,2045,Electricity Generation by Fuel (TWh),158.67101051389
60,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,nuclear,2050,Electricity Generation by Fuel (TWh),246.198505872224
61,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,1990,Electricity Generation by Fuel (TWh),2.57843722222224
62,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2005,Electricity Generation by Fuel (TWh),7.9018833333334
63,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2010,Electricity Generation by Fuel (TWh),8.08300555555562
64,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2015,Electricity Generation by Fuel (TWh),11.1969444444445
65,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2020,Electricity Generation by Fuel (TWh),26.9997966666669
66,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2025,Electricity Generation by Fuel (TWh),29.053697777778
67,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2030,Electricity Generation by Fuel (TWh),37.133309166667
68,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2035,Electricity Generation by Fuel (TWh),53.3896658333338
69,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2040,Electricity Generation by Fuel (TWh),76.5380725000006
70,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2045,Electricity Generation by Fuel (TWh),97.9734266666675
71,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2050,Electricity Generation by Fuel (TWh),126.990455666668
72,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2005,Electricity Generation by Fuel (TWh),0.0144730000000001
73,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2010,Electricity Generation by Fuel (TWh),0.066891944444445
74,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2015,Electricity Generation by Fuel (TWh),0.187704166666668
75,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2020,Electricity Generation by Fuel (TWh),14.4278498693807
76,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2025,Electricity Generation by Fuel (TWh),40.2608924016031
77,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2030,Electricity Generation by Fuel (TWh),88.278344224659
78,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2035,Electricity Generation by Fuel (TWh),166.842638630215
79,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2040,Electricity Generation by Fuel (TWh),293.077871655216
80,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2045,Electricity Generation by Fuel (TWh),473.929046155218
81,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2050,Electricity Generation by Fuel (TWh),714.21142564695
82,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2005,Electricity Generation by Fuel (TWh),0.0028612777777778
83,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2010,Electricity Generation by Fuel (TWh),0.0301125000000002
84,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2015,Electricity Generation by Fuel (TWh),0.910808333333341
85,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2020,Electricity Generation by Fuel (TWh),20.4948636111113
86,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2025,Electricity Generation by Fuel (TWh),55.6334497222227
87,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2030,Electricity Generation by Fuel (TWh),114.695849722223
88,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2035,Electricity Generation by Fuel (TWh),203.065655277779
89,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2040,Electricity Generation by Fuel (TWh),344.067877500003
90,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2045,Electricity Generation by Fuel (TWh),544.245611944449
91,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2050,Electricity Generation by Fuel (TWh),806.082266666673
92,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,1975,Population (Millions),91.89
93,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,1990,Population (Millions),145.593
94,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2005,Population (Millions),222.829
95,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2010,Population (Millions),255.333
96,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2015,Population (Millions),292.56
97,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2020,Population (Millions),327.652
98,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2025,Population (Millions),363.312
99,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2030,Population (Millions),398.928
100,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2035,Population (Millions),433.912
101,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2040,Population (Millions),467.666
102,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2045,Population (Millions),499.664
103,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2050,Population (Millions),529.402
104,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2055,Population (Millions),556.634
105,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2060,Population (Millions),581.206
106,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2065,Population (Millions),603.136
107,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2070,Population (Millions),622.472
108,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2075,Population (Millions),639.201
109,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2080,Population (Millions),653.078
110,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2085,Population (Millions),664.12
111,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2090,Population (Millions),672.314
112,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2095,Population (Millions),678.024
113,GCAM_SSP2,foresight_v1,Africa_Eastern,Population,class1,2100,Population (Millions),681.323
114,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2015,Electricity Generation by Fuel (TWh),0.000232926944444446
115,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2020,Electricity Generation by Fuel (TWh),0.649347225770839
116,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2025,Electricity Generation by Fuel (TWh),1.74895100267696
117,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2030,Electricity Generation by Fuel (TWh),3.50257801132697
118,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2035,Electricity Generation by Fuel (TWh),5.88541693256588
119,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2040,Electricity Generation by Fuel (TWh),8.6222756504659
120,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2045,Electricity Generation by Fuel (TWh),11.4426791418145
121,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2050,Electricity Generation by Fuel (TWh),13.3753853586959
122,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,1990,Electricity Generation by Fuel (TWh),2.2122727777778
123,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2005,Electricity Generation by Fuel (TWh),12.7337055555557
124,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2010,Electricity Generation by Fuel (TWh),10.8704833333334
125,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2015,Electricity Generation by Fuel (TWh),17.1147944444446
126,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2020,Electricity Generation by Fuel (TWh),24.8345511666669
127,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2025,Electricity Generation by Fuel (TWh),30.8459978333336
128,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2030,Electricity Generation by Fuel (TWh),36.6085415000003
129,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2035,Electricity Generation by Fuel (TWh),41.983543541667
130,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2040,Electricity Generation by Fuel (TWh),46.8820731500004
131,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2045,Electricity Generation by Fuel (TWh),51.2988297333337
132,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2050,Electricity Generation by Fuel (TWh),55.1675422027782
133,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,1990,Electricity Generation by Fuel (TWh),37.7207000000003
134,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2005,Electricity Generation by Fuel (TWh),133.998905555557
135,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2010,Electricity Generation by Fuel (TWh),190.717361111113
136,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2015,Electricity Generation by Fuel (TWh),243.753972222224
137,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2020,Electricity Generation by Fuel (TWh),327.142600000003
138,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2025,Electricity Generation by Fuel (TWh),411.142430555559
139,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2030,Electricity Generation by Fuel (TWh),502.63088055556
140,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2035,Electricity Generation by Fuel (TWh),599.31839305556
141,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2040,Electricity Generation by Fuel (TWh),695.060166111117
142,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2045,Electricity Generation by Fuel (TWh),791.597730555562
143,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2050,Electricity Generation by Fuel (TWh),873.796799444452
144,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2020,Electricity Generation by Fuel (TWh),2.66452222222224
145,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2025,Electricity Generation by Fuel (TWh),6.14042777777783
146,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2030,Electricity Generation by Fuel (TWh),10.1664333333334
147,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2035,Electricity Generation by Fuel (TWh),14.0920750000001
148,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2040,Electricity Generation by Fuel (TWh),17.3550861111112
149,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2045,Electricity Generation by Fuel (TWh),19.6761416666668
150,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2050,Electricity Generation by Fuel (TWh),19.9893416666668
151,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,1990,Electricity Generation by Fuel (TWh),11.3396944444445
152,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2005,Electricity Generation by Fuel (TWh),14.3411944444446
153,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2010,Electricity Generation by Fuel (TWh),16.7570000000001
154,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2015,Electricity Generation by Fuel (TWh),15.6695000000001
155,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2020,Electricity Generation by Fuel (TWh),17.1045555555557
156,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2025,Electricity Generation by Fuel (TWh),18.5396111111113
157,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2030,Electricity Generation by Fuel (TWh),19.9746944444446
158,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2035,Electricity Generation by Fuel (TWh),21.4097500000002
159,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2040,Electricity Generation by Fuel (TWh),22.8448055555557
160,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2045,Electricity Generation by Fuel (TWh),24.2798611111113
161,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2050,Electricity Generation by Fuel (TWh),25.7149444444446
162,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2020,Electricity Generation by Fuel (TWh),0.312729401666669
163,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2025,Electricity Generation by Fuel (TWh),2.20420866305557
164,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2030,Electricity Generation by Fuel (TWh),5.8113734255556
165,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2035,Electricity Generation by Fuel (TWh),11.0653432861112
166,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2040,Electricity Generation by Fuel (TWh),17.0177529805557
167,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2045,Electricity Generation by Fuel (TWh),23.465074732778
168,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2050,Electricity Generation by Fuel (TWh),29.9615439083336
169,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,1990,Electricity Generation by Fuel (TWh),32.6973888888892
170,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2005,Electricity Generation by Fuel (TWh),35.3687555555558
171,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2010,Electricity Generation by Fuel (TWh),43.6885583333337
172,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2015,Electricity Generation by Fuel (TWh),59.5318527777783
173,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2020,Electricity Generation by Fuel (TWh),64.359194444445
174,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2025,Electricity Generation by Fuel (TWh),73.5155780555561
175,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2030,Electricity Generation by Fuel (TWh),86.7101827777785
176,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2035,Electricity Generation by Fuel (TWh),104.462323611112
177,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2040,Electricity Generation by Fuel (TWh),123.456398611112
178,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2045,Electricity Generation by Fuel (TWh),142.570704194446
179,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2050,Electricity Generation by Fuel (TWh),167.772489750001
180,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2005,Electricity Generation by Fuel (TWh),0.00199979166666668
181,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2010,Electricity Generation by Fuel (TWh),0.213207222222224
182,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2015,Electricity Generation by Fuel (TWh),0.304169844444447
183,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2020,Electricity Generation by Fuel (TWh),13.9830700193446
184,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2025,Electricity Generation by Fuel (TWh),58.8484029493727
185,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2030,Electricity Generation by Fuel (TWh),111.915288805345
186,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2035,Electricity Generation by Fuel (TWh),166.410771194512
187,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2040,Electricity Generation by Fuel (TWh),222.449482124791
188,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2045,Electricity Generation by Fuel (TWh),278.59778531368
189,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2050,Electricity Generation by Fuel (TWh),332.693427305447
190,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2005,Electricity Generation by Fuel (TWh),0.799944444444451
191,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2010,Electricity Generation by Fuel (TWh),2.29589444444446
192,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2015,Electricity Generation by Fuel (TWh),5.04497222222226
193,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2020,Electricity Generation by Fuel (TWh),13.2706988333334
194,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2025,Electricity Generation by Fuel (TWh),25.9082471666669
195,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2030,Electricity Generation by Fuel (TWh),45.056209666667
196,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2035,Electricity Generation by Fuel (TWh),70.5678868888895
197,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2040,Electricity Generation by Fuel (TWh),102.001439666667
198,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2045,Electricity Generation by Fuel (TWh),133.967407166668
199,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2050,Electricity Generation by Fuel (TWh),165.676213055557
200,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,1975,Population (Millions),81.33
201,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,1990,Population (Millions),119.597
202,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2005,Population (Millions),155.472
203,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2010,Population (Millions),168.395
204,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2015,Population (Millions),184.959
205,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2020,Population (Millions),196.801
206,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2025,Population (Millions),207.48
207,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2030,Population (Millions),216.852
208,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2035,Population (Millions),225.136
209,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2040,Population (Millions),232.477
210,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2045,Population (Millions),238.781
211,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2050,Population (Millions),243.731
212,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2055,Population (Millions),247.357
213,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2060,Population (Millions),249.677
214,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2065,Population (Millions),250.848
215,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2070,Population (Millions),250.893
216,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2075,Population (Millions),249.97
217,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2080,Population (Millions),248.377
218,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2085,Population (Millions),246.266
219,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2090,Population (Millions),243.811
220,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2095,Population (Millions),240.965
221,GCAM_SSP2,foresight_v1,Africa_Northern,Population,class1,2100,Population (Millions),237.829
222,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2010,Electricity Generation by Fuel (TWh),0.112002194444445
223,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2015,Electricity Generation by Fuel (TWh),0.157786166666668
224,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2020,Electricity Generation by Fuel (TWh),0.296424861111113
225,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2025,Electricity Generation by Fuel (TWh),0.555855822222227
226,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2030,Electricity Generation by Fuel (TWh),1.08738346944445
227,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2035,Electricity Generation by Fuel (TWh),1.91776566944446
228,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2040,Electricity Generation by Fuel (TWh),3.22517480833336
