id,param,scenario,dataset,region,x,units,value
33,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2050,Electricity Generation by Fuel (TWh),68010.9941618275
34,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2055,Electricity Generation by Fuel (TWh),74081.6447779478
35,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2060,Electricity Generation by Fuel (TWh),80130.6418319633
36,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2065,Electricity Generation by Fuel (TWh),86119.2571445736
37,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2070,Electricity Generation by Fuel (TWh),91976.2387668338
38,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2075,Electricity Generation by Fuel (TWh),97426.4464750498
39,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2080,Electricity Generation by Fuel (TWh),102069.515484509
40,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2085,Electricity Generation by Fuel (TWh),106036.437428725
41,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2090,Electricity Generation by Fuel (TWh),109198.300849144
42,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2095,Electricity Generation by Fuel (TWh),111650.805051607
43,elecByTechTWh,GCAM_SSP2,gcamv7p0,global,2100,Electricity Generation by Fuel (TWh),113730.831457646
44,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,1975,Final Electricity by Sector (TWh),3621.60286388892
45,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,1990,Final Electricity by Sector (TWh),11148.6479157223
46,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2005,Final Electricity by Sector (TWh),17279.6446577224
47,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2010,Final Electricity by Sector (TWh),20347.5640414724
48,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2015,Final Electricity by Sector (TWh),22955.4220796946
49,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2020,Final Electricity by Sector (TWh),27362.1297676983
50,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2025,Final Electricity by Sector (TWh),32985.4718214558
51,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2030,Final Electricity by Sector (TWh),39599.1573106948
52,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2035,Final Electricity by Sector (TWh),46298.2766006393
53,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2040,Final Electricity by Sector (TWh),53027.0755606949
54,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2045,Final Electricity by Sector (TWh),59351.1279738894
55,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2050,Final Electricity by Sector (TWh),65279.8982775005
56,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2055,Final Electricity by Sector (TWh),71138.6030738895
57,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2060,Final Electricity by Sector (TWh),76994.7929861117
58,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2065,Final Electricity by Sector (TWh),82807.9767275007
59,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2070,Final Electricity by Sector (TWh),88495.2793405563
60,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2075,Final Electricity by Sector (TWh),93797.8399441674
61,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2080,Final Electricity by Sector (TWh),98327.1925316675
62,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2085,Final Electricity by Sector (TWh),102212.643503612
63,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2090,Final Electricity by Sector (TWh),105330.915385834
64,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2095,Final Electricity by Sector (TWh),107768.61209639
65,elecFinalBySecTWh,GCAM_SSP2,gcamv7p0,global,2100,Final Electricity by Sector (TWh),109847.005042501
66,landAlloc,GCAM_SSP2,gcamv7p0,global,1975,Land Allocation (1000 km2),131718.761090142
67,landAlloc,GCAM_SSP2,gcamv7p0,global,1990,Land Allocation (1000 km2),131718.748134547
68,landAlloc,GCAM_SSP2,gcamv7p0,global,2005,Land Allocation (1000 km2),131718.754063935
69,landAlloc,GCAM_SSP2,gcamv7p0,global,2010,Land Allocation (1000 km2),131718.738937096
70,landAlloc,GCAM_SSP2,gcamv7p0,global,2015,Land Allocation (1000 km2),131718.750704144
71,landAlloc,GCAM_SSP2,gcamv7p0,global,2020,Land Allocation (1000 km2),131718.748764506
72,landAlloc,GCAM_SSP2,gcamv7p0,global,2025,Land Allocation (1000 km2),131718.750082176
73,landAlloc,GCAM_SSP2,gcamv7p0,global,2030,Land Allocation (1000 km2),131718.744771201
74,landAlloc,GCAM_SSP2,gcamv7p0,global,2035,Land Allocation (1000 km2),131718.747246045
75,landAlloc,GCAM_SSP2,gcamv7p0,global,2040,Land Allocation (1000 km2),131718.754016663
76,landAlloc,GCAM_SSP2,gcamv7p0,global,2045,Land Allocation (1000 km2),131718.731880365
77,landAlloc,GCAM_SSP2,gcamv7p0,global,2050,Land Allocation (1000 km2),131718.744418285
78,landAlloc,GCAM_SSP2,gcamv7p0,global,2055,Land Allocation (1000 km2),131718.758124065
79,landAlloc,GCAM_SSP2,gcamv7p0,global,2060,Land Allocation (1000 km2),131718.742877854
80,landAlloc,GCAM_SSP2,gcamv7p0,global,2065,Land Allocation (1000 km2),131718.74338941
81,landAlloc,GCAM_SSP2,gcamv7p0,global,2070,Land Allocation (1000 km2),131718.757150768
82,landAlloc,GCAM_SSP2,gcamv7p0,global,2075,Land Allocation (1000 km2),131718.740063008
83,landAlloc,GCAM_SSP2,gcamv7p0,global,2080,Land Allocation (1000 km2),131718.746553388
84,landAlloc,GCAM_SSP2,gcamv7p0,global,2085,Land Allocation (1000 km2),131718.736591764
85,landAlloc,GCAM_SSP2,gcamv7p0,global,2090,Land Allocation (1000 km2),131718.751607646
86,landAlloc,GCAM_SSP2,gcamv7p0,global,2095,Land Allocation (1000 km2),131718.744947664
87,landAlloc,GCAM_SSP2,gcamv7p0,global,2100,Land Allocation (1000 km2),131718.744121098
88,pop,GCAM_SSP2,gcamv7p0,global,1975,Population (Millions),4075.522
89,pop,GCAM_SSP2,gcamv7p0,global,1990,Population (Millions),5321.687
90,pop,GCAM_SSP2,gcamv7p0,global,2005,Population (Millions),6534.314
91,pop,GCAM_SSP2,gcamv7p0,global,2010,Population (Millions),6947.252
92,pop,GCAM_SSP2,gcamv7p0,global,2015,Population (Millions),7369.295
93,pop,GCAM_SSP2,gcamv7p0,global,2020,Population (Millions),7739.743
94,pop,GCAM_SSP2,gcamv7p0,global,2025,Population (Millions),8084.34
95,pop,GCAM_SSP2,gcamv7p0,global,2030,Population (Millions),8396.881
96,pop,GCAM_SSP2,gcamv7p0,global,2035,Population (Millions),8677.608
97,pop,GCAM_SSP2,gcamv7p0,global,2040,Population (Millions),8924.749
98,pop,GCAM_SSP2,gcamv7p0,global,2045,Population (Millions),9135.444
99,pop,GCAM_SSP2,gcamv7p0,global,2050,Population (Millions),9305.449
100,pop,GCAM_SSP2,gcamv7p0,global,2055,Population (Millions),9431.933
101,pop,GCAM_SSP2,gcamv7p0,global,2060,Population (Millions),9516.32
102,pop,GCAM_SSP2,gcamv7p0,global,2065,Population (Millions),9563.891
103,pop,GCAM_SSP2,gcamv7p0,global,2070,Population (Millions),9579.816
104,pop,GCAM_SSP2,gcamv7p0,global,2075,Population (Millions),9565.127
105,pop,GCAM_SSP2,gcamv7p0,global,2080,Population (Millions),9521.116
106,pop,GCAM_SSP2,gcamv7p0,global,2085,Population (Millions),9450.775
107,pop,GCAM_SSP2,gcamv7p0,global,2090,Population (Millions),9359.357
108,pop,GCAM_SSP2,gcamv7p0,global,2095,Population (Millions),9251.425
109,pop,GCAM_SSP2,gcamv7p0,global,2100,Population (Millions),9130.189
110,watConsumBySec,GCAM_SSP2,gcamv7p0,global,1975,Water Consumption by Sector (km3),575.48164178713
111,watConsumBySec,GCAM_SSP2,gcamv7p0,global,1990,Water Consumption by Sector (km3),928.257844242306
112,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2005,Water Consumption by Sector (km3),1175.05623537377
113,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2010,Water Consumption by Sector (km3),1301.83742543757
114,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2015,Water Consumption by Sector (km3),1427.1406650416
115,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2020,Water Consumption by Sector (km3),1477.15861001243
116,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2025,Water Consumption by Sector (km3),1564.11076629481
117,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2030,Water Consumption by Sector (km3),1652.79216765431
118,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2035,Water Consumption by Sector (km3),1736.65121043844
119,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2040,Water Consumption by Sector (km3),1815.35842922573
120,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2045,Water Consumption by Sector (km3),1891.48034088492
121,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2050,Water Consumption by Sector (km3),1943.93498552289
122,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2055,Water Consumption by Sector (km3),1983.17679998373
123,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2060,Water Consumption by Sector (km3),2003.91701984131
124,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2065,Water Consumption by Sector (km3),2019.5456419637
125,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2070,Water Consumption by Sector (km3),2026.92749863404
126,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2075,Water Consumption by Sector (km3),2028.38065527658
127,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2080,Water Consumption by Sector (km3),2024.58416786081
128,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2085,Water Consumption by Sector (km3),2018.37565756964
129,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2090,Water Consumption by Sector (km3),2006.03447707854
130,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2095,Water Consumption by Sector (km3),1989.2538515129
131,watConsumBySec,GCAM_SSP2,gcamv7p0,global,2100,Water Consumption by Sector (km3),1970.32552494839
132,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,1975,Water Withdrawal by Sector (km3),1285.10535558749
133,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,1990,Water Withdrawal by Sector (km3),2350.31223686589
134,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2005,Water Withdrawal by Sector (km3),3066.76358623118
135,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2010,Water Withdrawal by Sector (km3),3336.95763838242
136,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2015,Water Withdrawal by Sector (km3),3575.75235126135
137,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2020,Water Withdrawal by Sector (km3),3690.65426436253
138,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2025,Water Withdrawal by Sector (km3),3899.75976927645
139,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2030,Water Withdrawal by Sector (km3),4095.63538785351
140,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2035,Water Withdrawal by Sector (km3),4262.05823544446
141,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2040,Water Withdrawal by Sector (km3),4399.77881367016
142,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2045,Water Withdrawal by Sector (km3),4521.49763244731
143,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2050,Water Withdrawal by Sector (km3),4594.43861706125
144,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2055,Water Withdrawal by Sector (km3),4645.68306377538
145,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2060,Water Withdrawal by Sector (km3),4666.33419591823
146,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2065,Water Withdrawal by Sector (km3),4688.55887066293
147,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2070,Water Withdrawal by Sector (km3),4702.59513311901
148,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2075,Water Withdrawal by Sector (km3),4691.66521257738
149,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2080,Water Withdrawal by Sector (km3),4683.59949190759
150,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2085,Water Withdrawal by Sector (km3),4672.51906951913
151,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2090,Water Withdrawal by Sector (km3),4646.66824821544
152,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2095,Water Withdrawal by Sector (km3),4609.15423063593
153,watWithdrawBySec,GCAM_SSP2,gcamv7p0,global,2100,Water Withdrawal by Sector (km3),4565.86162479208
154,agProdByCrop,GCAM_SSP3,gcamv7p0,global,1975,Ag Production (Mt),4892.58124996732
155,agProdByCrop,GCAM_SSP3,gcamv7p0,global,1990,Ag Production (Mt),6960.66987910666
156,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2005,Ag Production (Mt),8462.44553592472
157,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2010,Ag Production (Mt),9627.25365505906
158,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2015,Ag Production (Mt),10649.0008194928
159,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2020,Ag Production (Mt),12044.7088444005
160,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2025,Ag Production (Mt),13081.7177090232
161,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2030,Ag Production (Mt),13922.2564300025
162,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2035,Ag Production (Mt),14638.4919145224
163,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2040,Ag Production (Mt),15396.989383218
164,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2045,Ag Production (Mt),16252.4377483556
165,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2050,Ag Production (Mt),17077.3346902626
166,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2055,Ag Production (Mt),17760.5806608067
167,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2060,Ag Production (Mt),18335.0772677791
168,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2065,Ag Production (Mt),18886.7462985779
169,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2070,Ag Production (Mt),19364.7175920391
170,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2075,Ag Production (Mt),19826.3680339475
171,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2080,Ag Production (Mt),20283.122255445
172,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2085,Ag Production (Mt),20747.5918402587
173,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2090,Ag Production (Mt),21235.5154183799
174,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2095,Ag Production (Mt),21744.1288929802
175,agProdByCrop,GCAM_SSP3,gcamv7p0,global,2100,Ag Production (Mt),22255.0233344228
176,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,1990,Electricity Generation by Fuel (TWh),11472.1736870679
177,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2005,Electricity Generation by Fuel (TWh),17770.2567988096
178,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2010,Electricity Generation by Fuel (TWh),20943.6408248927
179,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2015,Electricity Generation by Fuel (TWh),23676.6403477466
180,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2020,Electricity Generation by Fuel (TWh),28440.355370635
181,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2025,Electricity Generation by Fuel (TWh),33192.205994246
182,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2030,Electricity Generation by Fuel (TWh),38012.3213607196
183,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2035,Electricity Generation by Fuel (TWh),42423.3438699515
184,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2040,Electricity Generation by Fuel (TWh),46527.1150402977
185,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2045,Electricity Generation by Fuel (TWh),50128.2843817879
186,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2050,Electricity Generation by Fuel (TWh),53160.0783552299
187,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2055,Electricity Generation by Fuel (TWh),55792.2931587072
188,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2060,Electricity Generation by Fuel (TWh),58462.3380372083
189,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2065,Electricity Generation by Fuel (TWh),61171.6745723067
190,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2070,Electricity Generation by Fuel (TWh),63908.5157491423
191,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2075,Electricity Generation by Fuel (TWh),66740.1645653786
192,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2080,Electricity Generation by Fuel (TWh),69548.8396262452
193,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2085,Electricity Generation by Fuel (TWh),72350.2594619913
194,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2090,Electricity Generation by Fuel (TWh),75173.9919918749
195,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2095,Electricity Generation by Fuel (TWh),77975.4989315911
196,elecByTechTWh,GCAM_SSP3,gcamv7p0,global,2100,Electricity Generation by Fuel (TWh),80840.4253402949
197,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,1975,Final Electricity by Sector (TWh),3621.60286388892
198,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,1990,Final Electricity by Sector (TWh),11148.6479157223
199,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2005,Final Electricity by Sector (TWh),17279.6446577224
200,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2010,Final Electricity by Sector (TWh),20347.5640414724
201,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2015,Final Electricity by Sector (TWh),22955.4220796946
202,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2020,Final Electricity by Sector (TWh),27495.159976778
203,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2025,Final Electricity by Sector (TWh),32018.9134852919
204,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2030,Final Electricity by Sector (TWh),36601.9953914864
205,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2035,Final Electricity by Sector (TWh),40784.0815789364
206,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2040,Final Electricity by Sector (TWh),44675.5216258754
207,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2045,Final Electricity by Sector (TWh),48105.6741186671
208,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2050,Final Electricity by Sector (TWh),51009.0788779615
209,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2055,Final Electricity by Sector (TWh),53534.8565233032
210,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2060,Final Electricity by Sector (TWh),56105.7204209893
211,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2065,Final Electricity by Sector (TWh),58725.0216338116
212,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2070,Final Electricity by Sector (TWh),61383.2573714283
213,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2075,Final Electricity by Sector (TWh),64140.7898424866
214,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2080,Final Electricity by Sector (TWh),66880.4250373033
215,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2085,Final Electricity by Sector (TWh),69623.3036981367
216,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2090,Final Electricity by Sector (TWh),72395.5171262117
217,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2095,Final Electricity by Sector (TWh),75151.8572872534
218,elecFinalBySecTWh,GCAM_SSP3,gcamv7p0,global,2100,Final Electricity by Sector (TWh),77972.3479037423
219,landAlloc,GCAM_SSP3,gcamv7p0,global,1975,Land Allocation (1000 km2),131718.761023032
220,landAlloc,GCAM_SSP3,gcamv7p0,global,1990,Land Allocation (1000 km2),131718.751109232
221,landAlloc,GCAM_SSP3,gcamv7p0,global,2005,Land Allocation (1000 km2),131718.755983875
222,landAlloc,GCAM_SSP3,gcamv7p0,global,2010,Land Allocation (1000 km2),131718.742785346
223,landAlloc,GCAM_SSP3,gcamv7p0,global,2015,Land Allocation (1000 km2),131718.752771014
224,landAlloc,GCAM_SSP3,gcamv7p0,global,2020,Land Allocation (1000 km2),131718.731321683
225,landAlloc,GCAM_SSP3,gcamv7p0,global,2025,Land Allocation (1000 km2),131718.746078388
226,landAlloc,GCAM_SSP3,gcamv7p0,global,2030,Land Allocation (1000 km2),131718.739962559
227,landAlloc,GCAM_SSP3,gcamv7p0,global,2035,Land Allocation (1000 km2),131718.753767804
228,landAlloc,GCAM_SSP3,gcamv7p0,global,2040,Land Allocation (1000 km2),131718.739648858
229,landAlloc,GCAM_SSP3,gcamv7p0,global,2045,Land Allocation (1000 km2),131718.75049613
230,landAlloc,GCAM_SSP3,gcamv7p0,global,2050,Land Allocation (1000 km2),131718.738897077
231,landAlloc,GCAM_SSP3,gcamv7p0,global,2055,Land Allocation (1000 km2),131718.735780373
232,landAlloc,GCAM_SSP3,gcamv7p0,global,2060,Land Allocation (1000 km2),131718.741997216
233,landAlloc,GCAM_SSP3,gcamv7p0,global,2065,Land Allocation (1000 km2),131718.734077764
234,landAlloc,GCAM_SSP3,gcamv7p0,global,2070,Land Allocation (1000 km2),131718.753753625
235,landAlloc,GCAM_SSP3,gcamv7p0,global,2075,Land Allocation (1000 km2),131718.750009631
236,landAlloc,GCAM_SSP3,gcamv7p0,global,2080,Land Allocation (1000 km2),131718.726558784
237,landAlloc,GCAM_SSP3,gcamv7p0,global,2085,Land Allocation (1000 km2),131718.744027971
238,landAlloc,GCAM_SSP3,gcamv7p0,global,2090,Land Allocation (1000 km2),131718.745973758
239,landAlloc,GCAM_SSP3,gcamv7p0,global,2095,Land Allocation (1000 km2),131718.740914291
240,landAlloc,GCAM_SSP3,gcamv7p0,global,2100,Land Allocation (1000 km2),131718.743867885
241,pop,GCAM_SSP3,gcamv7p0,global,1975,Population (Millions),4075.522
242,pop,GCAM_SSP3,gcamv7p0,global,1990,Population (Millions),5321.687
243,pop,GCAM_SSP3,gcamv7p0,global,2005,Population (Millions),6534.314
244,pop,GCAM_SSP3,gcamv7p0,global,2010,Population (Millions),6947.252
245,pop,GCAM_SSP3,gcamv7p0,global,2015,Population (Millions),7369.295
246,pop,GCAM_SSP3,gcamv7p0,global,2020,Population (Millions),7788.592
247,pop,GCAM_SSP3,gcamv7p0,global,2025,Population (Millions),8203.816
248,pop,GCAM_SSP3,gcamv7p0,global,2030,Population (Millions),8609.754
249,pop,GCAM_SSP3,gcamv7p0,global,2035,Population (Millions),8990.598
250,pop,GCAM_SSP3,gcamv7p0,global,2040,Population (Millions),9356.453
251,pop,GCAM_SSP3,gcamv7p0,global,2045,Population (Millions),9713.167
252,pop,GCAM_SSP3,gcamv7p0,global,2050,Population (Millions),10059.593
253,pop,GCAM_SSP3,gcamv7p0,global,2055,Population (Millions),10382.092
254,pop,GCAM_SSP3,gcamv7p0,global,2060,Population (Millions),10679.922
255,pop,GCAM_SSP3,gcamv7p0,global,2065,Population (Millions),10958.612
256,pop,GCAM_SSP3,gcamv7p0,global,2070,Population (Millions),11226.065
257,pop,GCAM_SSP3,gcamv7p0,global,2075,Population (Millions),11487.979
258,pop,GCAM_SSP3,gcamv7p0,global,2080,Population (Millions),11745.578
259,pop,GCAM_SSP3,gcamv7p0,global,2085,Population (Millions),12000.045
260,pop,GCAM_SSP3,gcamv7p0,global,2090,Population (Millions),12250.02
261,pop,GCAM_SSP3,gcamv7p0,global,2095,Population (Millions),12497.238
262,pop,GCAM_SSP3,gcamv7p0,global,2100,Population (Millions),12738.443
263,watConsumBySec,GCAM_SSP3,gcamv7p0,global,1975,Water Consumption by Sector (km3),575.48164178713
