id,scenario,dataset,region,classLabel,class,x,units,param,value
61,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,2.578437222
62,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,7.901883333
63,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,8.083005556
64,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,11.19694444
65,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,26.99979667
66,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,29.05369778
67,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,37.13330917
68,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,53.38966583
69,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,76.5380725
70,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,97.97342667
71,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,refined liquids,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,126.9904557
72,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.014473
73,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.066891944
74,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,0.187704167
75,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,14.42784987
76,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,40.2608924
77,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,88.27834422
78,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,166.8426386
79,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,293.0778717
80,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,473.9290462
81,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,solar,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,714.2114256
82,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.002861278
83,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.0301125
84,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,0.910808333
85,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,20.49486361
86,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,55.63344972
87,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,114.6958497
88,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,203.0656553
89,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,344.0678775
90,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,544.2456119
91,GCAM_SSP2,foresight_v1,Africa_Eastern,Fuel,wind,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,806.0822667
114,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,0.000232927
115,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,0.649347226
116,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,1.748951003
117,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,3.502578011
118,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,5.885416933
119,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,8.62227565
120,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,11.44267914
121,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,biomass,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,13.37538536
122,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,2.212272778
123,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,12.73370556
124,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,10.87048333
125,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,17.11479444
126,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,24.83455117
127,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,30.84599783
128,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,36.6085415
129,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,41.98354354
130,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,46.88207315
131,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,51.29882973
132,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,coal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,55.1675422
133,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,37.7207
134,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,133.9989056
135,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,190.7173611
136,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,243.7539722
137,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,327.1426
138,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,411.1424306
139,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,502.6308806
140,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,599.3183931
141,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,695.0601661
142,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,791.5977306
143,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,gas,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,873.7967994
144,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,2.664522222
145,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,6.140427778
146,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,10.16643333
147,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,14.092075
148,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,17.35508611
149,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,19.67614167
150,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,geothermal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,19.98934167
151,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,11.33969444
152,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,14.34119444
153,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,16.757
154,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,15.6695
155,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,17.10455556
156,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,18.53961111
157,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,19.97469444
158,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,21.40975
159,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,22.84480556
160,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,24.27986111
161,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,hydro,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,25.71494444
162,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,0.312729402
163,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,2.204208663
164,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,5.811373426
165,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,11.06534329
166,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,17.01775298
167,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,23.46507473
168,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,nuclear,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,29.96154391
169,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,32.69738889
170,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,35.36875556
171,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,43.68855833
172,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,59.53185278
173,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,64.35919444
174,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,73.51557806
175,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,86.71018278
176,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,104.4623236
177,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,123.4563986
178,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,142.5707042
179,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,refined liquids,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,167.7724898
180,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.001999792
181,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.213207222
182,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,0.304169844
183,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,13.98307002
184,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,58.84840295
185,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,111.9152888
186,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,166.4107712
187,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,222.4494821
188,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,278.5977853
189,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,solar,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,332.6934273
190,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.799944444
191,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,2.295894444
192,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,5.044972222
193,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,13.27069883
194,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,25.90824717
195,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,45.05620967
196,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,70.56788689
197,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,102.0014397
198,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,133.9674072
199,GCAM_SSP2,foresight_v1,Africa_Northern,Fuel,wind,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,165.6762131
222,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.112002194
223,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,0.157786167
224,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,0.296424861
225,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,0.555855822
226,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,1.087383469
227,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,1.917765669
228,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,3.225174808
229,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,5.173732375
230,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,biomass,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,7.758020764
231,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,coal,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,5.925093333
232,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,coal,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,5.685416944
233,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,coal,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,3.527236944
234,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,coal,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,7.410444167
235,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,coal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,15.1366175
236,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,coal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,20.04778417
237,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,coal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,29.12370056
238,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,coal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,41.14358778
239,GCAM_SSP2,foresight_v1,Africa_Southern,Fuel,coal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,58.46642194
