id,scenario,dataset,region,classLabel,class,x,units,param,value
1029,GCAM_SSP2,foresight_v1,Central Asia,Fuel,gas,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,222.3789914
1030,GCAM_SSP2,foresight_v1,Central Asia,Fuel,gas,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,258.5599814
1031,GCAM_SSP2,foresight_v1,Central Asia,Fuel,gas,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,293.3278156
1032,GCAM_SSP2,foresight_v1,Central Asia,Fuel,gas,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,318.6018472
1033,GCAM_SSP2,foresight_v1,Central Asia,Fuel,gas,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,334.8758342
1034,GCAM_SSP2,foresight_v1,Central Asia,Fuel,geothermal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,2.492325
1035,GCAM_SSP2,foresight_v1,Central Asia,Fuel,geothermal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,4.804530556
1036,GCAM_SSP2,foresight_v1,Central Asia,Fuel,geothermal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,7.456552778
1037,GCAM_SSP2,foresight_v1,Central Asia,Fuel,geothermal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,10.03292222
1038,GCAM_SSP2,foresight_v1,Central Asia,Fuel,geothermal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,12.55791944
1039,GCAM_SSP2,foresight_v1,Central Asia,Fuel,geothermal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,14.35139167
1040,GCAM_SSP2,foresight_v1,Central Asia,Fuel,geothermal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,14.07371667
1041,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,51.99
1042,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,57.56
1043,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,59.12611111
1044,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,56.79388889
1045,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,62.80277778
1046,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,68.81138889
1047,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,74.82027778
1048,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,80.82888889
1049,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,86.83777778
1050,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,92.84638889
1051,GCAM_SSP2,foresight_v1,Central Asia,Fuel,hydro,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,98.85527778
1052,GCAM_SSP2,foresight_v1,Central Asia,Fuel,nuclear,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,2.7123525
1053,GCAM_SSP2,foresight_v1,Central Asia,Fuel,nuclear,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,2.485684722
1054,GCAM_SSP2,foresight_v1,Central Asia,Fuel,nuclear,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,2.782439167
1055,GCAM_SSP2,foresight_v1,Central Asia,Fuel,nuclear,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,25.36055222
1056,GCAM_SSP2,foresight_v1,Central Asia,Fuel,nuclear,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,42.42545083
1057,GCAM_SSP2,foresight_v1,Central Asia,Fuel,nuclear,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,62.71018861
1058,GCAM_SSP2,foresight_v1,Central Asia,Fuel,nuclear,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,84.82013556
1059,GCAM_SSP2,foresight_v1,Central Asia,Fuel,nuclear,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,106.8961593
1060,GCAM_SSP2,foresight_v1,Central Asia,Fuel,nuclear,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,123.577528
1061,GCAM_SSP2,foresight_v1,Central Asia,Fuel,nuclear,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,136.797801
1062,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,30.49248147
1063,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,11.96190667
1064,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,1.813850028
1065,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,3.254493944
1066,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,2.469857106
1067,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,2.017333717
1068,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,1.968405856
1069,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,2.08924295
1070,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,2.301882369
1071,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,2.293025281
1072,GCAM_SSP2,foresight_v1,Central Asia,Fuel,refined liquids,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,2.515405631
1073,GCAM_SSP2,foresight_v1,Central Asia,Fuel,solar,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.007986139
1074,GCAM_SSP2,foresight_v1,Central Asia,Fuel,solar,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,0.061876389
1075,GCAM_SSP2,foresight_v1,Central Asia,Fuel,solar,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,2.308687779
1076,GCAM_SSP2,foresight_v1,Central Asia,Fuel,solar,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,9.742721719
1077,GCAM_SSP2,foresight_v1,Central Asia,Fuel,solar,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,25.99508098
1078,GCAM_SSP2,foresight_v1,Central Asia,Fuel,solar,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,48.09996586
1079,GCAM_SSP2,foresight_v1,Central Asia,Fuel,solar,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,71.35605111
1080,GCAM_SSP2,foresight_v1,Central Asia,Fuel,solar,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,90.70571651
1081,GCAM_SSP2,foresight_v1,Central Asia,Fuel,solar,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,106.1635533
1082,GCAM_SSP2,foresight_v1,Central Asia,Fuel,wind,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.008984389
1083,GCAM_SSP2,foresight_v1,Central Asia,Fuel,wind,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,0.293413889
1084,GCAM_SSP2,foresight_v1,Central Asia,Fuel,wind,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,4.064340228
1085,GCAM_SSP2,foresight_v1,Central Asia,Fuel,wind,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,8.756394577
1086,GCAM_SSP2,foresight_v1,Central Asia,Fuel,wind,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,16.0235275
1087,GCAM_SSP2,foresight_v1,Central Asia,Fuel,wind,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,25.44411981
1088,GCAM_SSP2,foresight_v1,Central Asia,Fuel,wind,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,37.82971777
1089,GCAM_SSP2,foresight_v1,Central Asia,Fuel,wind,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,49.28009311
1090,GCAM_SSP2,foresight_v1,Central Asia,Fuel,wind,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,56.68948583
1113,GCAM_SSP2,foresight_v1,China,Fuel,biomass,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,0.000401627
1114,GCAM_SSP2,foresight_v1,China,Fuel,biomass,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,5.199963333
1115,GCAM_SSP2,foresight_v1,China,Fuel,biomass,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,33.86279167
1116,GCAM_SSP2,foresight_v1,China,Fuel,biomass,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,63.69329444
1117,GCAM_SSP2,foresight_v1,China,Fuel,biomass,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,75.64083611
1118,GCAM_SSP2,foresight_v1,China,Fuel,biomass,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,110.6950375
1119,GCAM_SSP2,foresight_v1,China,Fuel,biomass,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,140.2074647
1120,GCAM_SSP2,foresight_v1,China,Fuel,biomass,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,168.3573803
1121,GCAM_SSP2,foresight_v1,China,Fuel,biomass,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,193.7093575
1122,GCAM_SSP2,foresight_v1,China,Fuel,biomass,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,221.7220933
1123,GCAM_SSP2,foresight_v1,China,Fuel,biomass,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,230.7652878
1124,GCAM_SSP2,foresight_v1,China,Fuel,coal,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,469.7561944
1125,GCAM_SSP2,foresight_v1,China,Fuel,coal,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,2007.298056
1126,GCAM_SSP2,foresight_v1,China,Fuel,coal,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,3263.476389
1127,GCAM_SSP2,foresight_v1,China,Fuel,coal,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,4131.561944
1128,GCAM_SSP2,foresight_v1,China,Fuel,coal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,5019.398833
1129,GCAM_SSP2,foresight_v1,China,Fuel,coal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,5790.218592
1130,GCAM_SSP2,foresight_v1,China,Fuel,coal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,6231.003211
1131,GCAM_SSP2,foresight_v1,China,Fuel,coal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,6399.860136
1132,GCAM_SSP2,foresight_v1,China,Fuel,coal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,6397.566864
1133,GCAM_SSP2,foresight_v1,China,Fuel,coal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,6335.420525
1134,GCAM_SSP2,foresight_v1,China,Fuel,coal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,6158.980819
1135,GCAM_SSP2,foresight_v1,China,Fuel,gas,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,2.770973611
1136,GCAM_SSP2,foresight_v1,China,Fuel,gas,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,23.41781389
1137,GCAM_SSP2,foresight_v1,China,Fuel,gas,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,92.47163889
1138,GCAM_SSP2,foresight_v1,China,Fuel,gas,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,158.1131556
1139,GCAM_SSP2,foresight_v1,China,Fuel,gas,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,161.5843333
1140,GCAM_SSP2,foresight_v1,China,Fuel,gas,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,181.3917167
1141,GCAM_SSP2,foresight_v1,China,Fuel,gas,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,194.1968861
1142,GCAM_SSP2,foresight_v1,China,Fuel,gas,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,195.7117692
1143,GCAM_SSP2,foresight_v1,China,Fuel,gas,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,194.6763219
1144,GCAM_SSP2,foresight_v1,China,Fuel,gas,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,204.5454214
1145,GCAM_SSP2,foresight_v1,China,Fuel,gas,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,208.5186047
1146,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,0.0569995
1147,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.114999444
1148,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.124999167
1149,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,0.12493
1150,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,20.20733833
1151,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,31.37868861
1152,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,31.38182267
1153,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,31.38357331
1154,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,31.38344486
1155,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,31.38012778
1156,GCAM_SSP2,foresight_v1,China,Fuel,geothermal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,31.3737
1157,GCAM_SSP2,foresight_v1,China,Fuel,hydro,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,126.7905556
1158,GCAM_SSP2,foresight_v1,China,Fuel,hydro,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,397.1222222
1159,GCAM_SSP2,foresight_v1,China,Fuel,hydro,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,711.5388889
1160,GCAM_SSP2,foresight_v1,China,Fuel,hydro,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,1114.752778
1161,GCAM_SSP2,foresight_v1,China,Fuel,hydro,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,1114.752778
1162,GCAM_SSP2,foresight_v1,China,Fuel,hydro,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,1114.752778
1163,GCAM_SSP2,foresight_v1,China,Fuel,hydro,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,1114.752778
1164,GCAM_SSP2,foresight_v1,China,Fuel,hydro,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,1114.752778
1165,GCAM_SSP2,foresight_v1,China,Fuel,hydro,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,1114.752778
1166,GCAM_SSP2,foresight_v1,China,Fuel,hydro,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,1114.752778
1167,GCAM_SSP2,foresight_v1,China,Fuel,hydro,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,1114.752778
1168,GCAM_SSP2,foresight_v1,China,Fuel,nuclear,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,53.08785556
1169,GCAM_SSP2,foresight_v1,China,Fuel,nuclear,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,73.87943056
1170,GCAM_SSP2,foresight_v1,China,Fuel,nuclear,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,170.6932222
1171,GCAM_SSP2,foresight_v1,China,Fuel,nuclear,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,311.1854278
1172,GCAM_SSP2,foresight_v1,China,Fuel,nuclear,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,486.4287083
1173,GCAM_SSP2,foresight_v1,China,Fuel,nuclear,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,650.5933211
1174,GCAM_SSP2,foresight_v1,China,Fuel,nuclear,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,795.1392706
1175,GCAM_SSP2,foresight_v1,China,Fuel,nuclear,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,942.1573781
1176,GCAM_SSP2,foresight_v1,China,Fuel,nuclear,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,1117.128458
1177,GCAM_SSP2,foresight_v1,China,Fuel,nuclear,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,1264.93387
1178,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,50.93723611
1179,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,50.74296667
1180,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,15.03087778
1181,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,9.970808333
1182,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,7.530728611
1183,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,7.712428722
1184,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,6.888574333
1185,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,6.922128611
1186,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,7.390909694
1187,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,8.670143611
1188,GCAM_SSP2,foresight_v1,China,Fuel,refined liquids,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,9.338016083
1189,GCAM_SSP2,foresight_v1,China,Fuel,solar,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,0.001999981
1190,GCAM_SSP2,foresight_v1,China,Fuel,solar,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.086194167
1191,GCAM_SSP2,foresight_v1,China,Fuel,solar,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,0.703299989
1192,GCAM_SSP2,foresight_v1,China,Fuel,solar,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,44.78531822
1193,GCAM_SSP2,foresight_v1,China,Fuel,solar,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,137.9240308
1194,GCAM_SSP2,foresight_v1,China,Fuel,solar,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,473.3206458
1195,GCAM_SSP2,foresight_v1,China,Fuel,solar,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,980.2008765
1196,GCAM_SSP2,foresight_v1,China,Fuel,solar,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,1407.159598
1197,GCAM_SSP2,foresight_v1,China,Fuel,solar,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,1742.922441
1198,GCAM_SSP2,foresight_v1,China,Fuel,solar,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,2006.477648
1199,GCAM_SSP2,foresight_v1,China,Fuel,solar,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,2182.438065
1200,GCAM_SSP2,foresight_v1,China,Fuel,wind,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,0.001999981
1201,GCAM_SSP2,foresight_v1,China,Fuel,wind,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,2.028186111
1202,GCAM_SSP2,foresight_v1,China,Fuel,wind,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,44.62333333
1203,GCAM_SSP2,foresight_v1,China,Fuel,wind,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,185.6647222
1204,GCAM_SSP2,foresight_v1,China,Fuel,wind,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,338.2051694
1205,GCAM_SSP2,foresight_v1,China,Fuel,wind,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,566.0028861
1206,GCAM_SSP2,foresight_v1,China,Fuel,wind,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,811.7268889
1207,GCAM_SSP2,foresight_v1,China,Fuel,wind,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,1050.561686
1208,GCAM_SSP2,foresight_v1,China,Fuel,wind,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,1292.519017
1209,GCAM_SSP2,foresight_v1,China,Fuel,wind,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,1396.555836
1210,GCAM_SSP2,foresight_v1,China,Fuel,wind,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,1490.219742
1233,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,0.273998778
1234,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,0.502999667
1235,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,2.416993889
1236,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,1.369278056
1237,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,1.899475278
1238,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,2.557093556
1239,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,3.44970175
1240,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,4.456111889
1241,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,5.557864917
1242,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,6.629970917
1243,GCAM_SSP2,foresight_v1,Colombia,Fuel,biomass,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,7.467781344
1244,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,3.707995833
1245,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,2.469003333
1246,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,4.094999167
1247,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,7.081097222
1248,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,11.2066475
1249,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,14.54574892
1250,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,18.44288747
1251,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,22.29150986
1252,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,26.40032792
1253,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,30.51141808
1254,GCAM_SSP2,foresight_v1,Colombia,Fuel,coal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,34.89011742
1255,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,4.498976111
1256,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,7.399020556
1257,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,11.96996167
1258,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,17.93246389
1259,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,27.93502861
1260,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,37.74439444
1261,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,50.56033528
1262,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,63.18336222
1263,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,76.20697639
1264,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,89.64934389
1265,GCAM_SSP2,foresight_v1,Colombia,Fuel,gas,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,103.0852211
1266,GCAM_SSP2,foresight_v1,Colombia,Fuel,geothermal,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,0.335011389
1267,GCAM_SSP2,foresight_v1,Colombia,Fuel,geothermal,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,0.939258056
1268,GCAM_SSP2,foresight_v1,Colombia,Fuel,geothermal,2030,Electricity Generation by Fuel (TWh),elecByTechTWh,2.004558611
1269,GCAM_SSP2,foresight_v1,Colombia,Fuel,geothermal,2035,Electricity Generation by Fuel (TWh),elecByTechTWh,3.3440225
1270,GCAM_SSP2,foresight_v1,Colombia,Fuel,geothermal,2040,Electricity Generation by Fuel (TWh),elecByTechTWh,4.943359722
1271,GCAM_SSP2,foresight_v1,Colombia,Fuel,geothermal,2045,Electricity Generation by Fuel (TWh),elecByTechTWh,6.631248333
1272,GCAM_SSP2,foresight_v1,Colombia,Fuel,geothermal,2050,Electricity Generation by Fuel (TWh),elecByTechTWh,8.114423333
1273,GCAM_SSP2,foresight_v1,Colombia,Fuel,hydro,1990,Electricity Generation by Fuel (TWh),elecByTechTWh,27.497
1274,GCAM_SSP2,foresight_v1,Colombia,Fuel,hydro,2005,Electricity Generation by Fuel (TWh),elecByTechTWh,39.80305556
1275,GCAM_SSP2,foresight_v1,Colombia,Fuel,hydro,2010,Electricity Generation by Fuel (TWh),elecByTechTWh,40.40111111
1276,GCAM_SSP2,foresight_v1,Colombia,Fuel,hydro,2015,Electricity Generation by Fuel (TWh),elecByTechTWh,48.56805556
1277,GCAM_SSP2,foresight_v1,Colombia,Fuel,hydro,2020,Electricity Generation by Fuel (TWh),elecByTechTWh,51.25083333
1278,GCAM_SSP2,foresight_v1,Colombia,Fuel,hydro,2025,Electricity Generation by Fuel (TWh),elecByTechTWh,53.93361111
