"","scenario","subRegion","param","aggregate","class","x","value"
"83","GCAM_SSP2","Africa_Eastern","elecByTechTWh","sum","wind",2010,0.0301111111111114
"84","GCAM_SSP2","Africa_Eastern","elecByTechTWh","sum","wind",2015,0.910223055555563
"85","GCAM_SSP2","Africa_Eastern","elecByTechTWh","sum","wind",2020,15.0896077777779
"86","GCAM_SSP2","Africa_Eastern","elecByTechTWh","sum","wind",2025,35.9630027777781
"87","GCAM_SSP2","Africa_Eastern","elecByTechTWh","sum","wind",2030,68.5426752777783
"88","GCAM_SSP2","Africa_Eastern","elecByTechTWh","sum","wind",2035,116.068819722223
"89","GCAM_SSP2","Africa_Eastern","elecByTechTWh","sum","wind",2040,186.648110555557
"90","GCAM_SSP2","Africa_Eastern","elecByTechTWh","sum","wind",2045,281.31095777778
"91","GCAM_SSP2","Africa_Eastern","elecByTechTWh","sum","wind",2050,393.454914722225
"92","GCAM_SSP2","Africa_Eastern","pop","sum","class1",1975,91.89
"93","GCAM_SSP2","Africa_Eastern","pop","sum","class1",1990,145.593
"94","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2005,222.829
"95","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2010,255.333
"96","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2015,292.56
"97","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2020,327.652
"98","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2025,363.312
"99","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2030,398.928
"100","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2035,433.912
"101","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2040,467.666
"102","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2045,499.664
"103","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2050,529.402
"104","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2055,556.634
"105","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2060,581.206
"106","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2065,603.136
"107","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2070,622.472
"108","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2075,639.201
"109","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2080,653.078
"110","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2085,664.12
"111","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2090,672.314
"112","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2095,678.024
"113","GCAM_SSP2","Africa_Eastern","pop","sum","class1",2100,681.323
"114","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",1975,17.8981699
"115","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",1990,19.1854525
"116","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",2005,26.9362164
"117","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",2010,30.6858009
"118","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",2015,30.7914386
"119","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",2020,34.9443358
"120","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",2025,39.3075025
"121","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",2030,43.796732
"122","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",2035,48.471398
"123","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",2040,53.292536
"124","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",2045,58.352805
"125","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","agriculture",2050,63.566987
"126","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","desalination",2030,1.00017e-10
"127","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","desalination",2035,5.95021e-10
"128","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","desalination",2040,3.27774e-09
"129","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","desalination",2045,1.4675065e-08
"130","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","desalination",2050,5.9170875e-08
"131","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",1990,0.051972448
"132","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",2005,0.163315129
"133","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",2010,0.183489722
"134","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",2015,0.236382351
"135","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",2020,0.674783564
"136","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",2025,1.065500318
"137","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",2030,1.59209516
"138","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",2035,2.27519201
"139","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",2040,3.14457279
"140","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",2045,4.1766909
"141","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","electricity",2050,5.42831148
"142","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",1975,0.0446286455
"143","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",1990,0.1087155114
"144","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",2005,0.201547813
"145","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",2010,0.25629003
"146","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",2015,0.412025614
"147","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",2020,0.594672461
"148","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",2025,0.833323569
"149","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",2030,1.14927156
"150","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",2035,1.54165784
"151","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",2040,2.02222241
"152","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",2045,2.59741688
"153","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","industry",2050,3.26544451
"154","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",1975,0.0499880821
"155","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",1990,4.19823262
"156","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",2005,6.79030612
"157","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",2010,8.11068668
"158","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",2015,8.4918228
"159","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",2020,10.4640397
"160","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",2025,12.6919653
"161","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",2030,15.2717595
"162","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",2035,18.1707444
"163","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",2040,21.475038
"164","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",2045,25.1403496
"165","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","livestock",2050,29.0957789
"166","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",1975,0.0178876779
"167","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",1990,0.0508457556
"168","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",2005,0.0848267117
"169","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",2010,0.118516687
"170","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",2015,0.133587893
"171","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",2020,0.179482152
"172","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",2025,0.221002817
"173","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",2030,0.273422823
"174","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",2035,0.335027023
"175","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",2040,0.404363718
"176","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",2045,0.478018396
"177","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","mining",2050,0.561510076
"178","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",1975,1.13970029
"179","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",1990,1.84140021
"180","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",2005,3.44070326
"181","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",2010,4.42920116
"182","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",2015,4.22689656
"183","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",2020,4.98185513
"184","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",2025,5.78719085
"185","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",2030,6.67055501
"186","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",2035,7.61245127
"187","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",2040,8.6393167
"188","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",2045,9.74029636
"189","GCAM_SSP2","Africa_Eastern","watWithdrawBySec","sum","municipal",2050,10.89670791
"190","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","biomass",2015,0.000232903611111113
"191","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","biomass",2020,0.833436361227784
"192","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","biomass",2025,2.01489817253891
"193","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","biomass",2030,3.98163883493614
"194","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","biomass",2035,6.67767248038172
"195","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","biomass",2040,9.98978866741314
"196","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","biomass",2045,13.8678409863315
"197","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","biomass",2050,17.9643904333604
"198","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",1990,2.21258333333335
"199","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",2005,12.7350222222223
"200","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",2010,10.8712444444445
"201","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",2015,17.1130722222224
"202","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",2020,26.4067055555558
"203","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",2025,33.549372777778
"204","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",2030,40.5492258333337
"205","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",2035,47.2418777777782
"206","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",2040,53.9170208333338
"207","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",2045,60.6754200000005
"208","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","coal",2050,66.925701944445
"209","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",1990,37.7260000000003
"210","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",2005,134.013111111112
"211","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",2010,190.730305555557
"212","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",2015,243.729138888891
"213","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",2020,326.408611111114
"214","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",2025,403.843894444448
"215","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",2030,487.089136111115
"216","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",2035,570.56808055556
"217","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",2040,655.673666666672
"218","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",2045,744.050233333339
"219","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","gas",2050,819.507025000007
"220","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","geothermal",2020,3.93504722222225
"221","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","geothermal",2025,8.24895000000006
"222","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","geothermal",2030,12.8270055555557
"223","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","geothermal",2035,17.0698555555557
"224","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","geothermal",2040,20.0339750000002
"225","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","geothermal",2045,20.0344166666668
"226","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","geothermal",2050,20.0188250000002
"227","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",1990,11.3396944444445
"228","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",2005,14.3411944444446
"229","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",2010,16.7570000000001
"230","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",2015,15.6695000000001
"231","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",2020,17.1045555555557
"232","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",2025,18.5396111111113
"233","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",2030,19.9746944444446
"234","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",2035,21.4097500000002
"235","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",2040,22.8448055555557
"236","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",2045,24.2798611111113
"237","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","hydro",2050,25.7149444444446
"238","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","nuclear",2020,0.55063555555556
"239","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","nuclear",2025,3.78565000000003
"240","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","nuclear",2030,9.93055080555563
"241","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","nuclear",2035,18.7966629166668
"242","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","nuclear",2040,29.2444103055558
"243","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","nuclear",2045,41.1433550000003
"244","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","nuclear",2050,53.1932811388893
"245","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",1990,32.7019972222225
"246","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",2005,35.372416666667
"247","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",2010,43.6915000000003
"248","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",2015,59.5259694444449
"249","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",2020,67.5291972222228
"250","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",2025,82.1073413888895
"251","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",2030,102.495428333334
"252","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",2035,124.003908333334
"253","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",2040,146.151413333334
"254","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",2045,166.57411638889
"255","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","refined liquids",2050,186.381504166668
"256","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","solar",2005,0.00200000000000002
"257","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","solar",2010,0.213221944444446
"258","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","solar",2015,0.304138883333336
"259","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","solar",2020,3.64667164905558
"260","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","solar",2025,9.39211800958341
"261","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","solar",2030,18.0750024044168
"262","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","solar",2035,30.0015190263614
"263","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","solar",2040,45.9596306458059
"264","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","solar",2045,65.8369306216394
"265","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","solar",2050,87.7989564928618
"266","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","wind",2005,0.800027777777784
"267","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","wind",2010,2.2960527777778
"268","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","wind",2015,5.04446666666671
"269","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","wind",2020,10.5569322222223
"270","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","wind",2025,17.3339266666668
"271","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","wind",2030,26.935747777778
"272","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","wind",2035,39.1086825000003
"273","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","wind",2040,53.4807391666671
"274","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","wind",2045,66.6728505555561
"275","GCAM_SSP2","Africa_Northern","elecByTechTWh","sum","wind",2050,79.7648200000006
"276","GCAM_SSP2","Africa_Northern","pop","sum","class1",1975,81.33
"277","GCAM_SSP2","Africa_Northern","pop","sum","class1",1990,119.597
"278","GCAM_SSP2","Africa_Northern","pop","sum","class1",2005,155.472
"279","GCAM_SSP2","Africa_Northern","pop","sum","class1",2010,168.395
"280","GCAM_SSP2","Africa_Northern","pop","sum","class1",2015,184.959
"281","GCAM_SSP2","Africa_Northern","pop","sum","class1",2020,196.801
"282","GCAM_SSP2","Africa_Northern","pop","sum","class1",2025,207.48
"283","GCAM_SSP2","Africa_Northern","pop","sum","class1",2030,216.852
"284","GCAM_SSP2","Africa_Northern","pop","sum","class1",2035,225.136
"285","GCAM_SSP2","Africa_Northern","pop","sum","class1",2040,232.477
"286","GCAM_SSP2","Africa_Northern","pop","sum","class1",2045,238.781
"287","GCAM_SSP2","Africa_Northern","pop","sum","class1",2050,243.731
"288","GCAM_SSP2","Africa_Northern","pop","sum","class1",2055,247.357
"289","GCAM_SSP2","Africa_Northern","pop","sum","class1",2060,249.677
"290","GCAM_SSP2","Africa_Northern","pop","sum","class1",2065,250.848
"291","GCAM_SSP2","Africa_Northern","pop","sum","class1",2070,250.893
"292","GCAM_SSP2","Africa_Northern","pop","sum","class1",2075,249.97
"293","GCAM_SSP2","Africa_Northern","pop","sum","class1",2080,248.377
"294","GCAM_SSP2","Africa_Northern","pop","sum","class1",2085,246.266
"295","GCAM_SSP2","Africa_Northern","pop","sum","class1",2090,243.811
"296","GCAM_SSP2","Africa_Northern","pop","sum","class1",2095,240.965
"297","GCAM_SSP2","Africa_Northern","pop","sum","class1",2100,237.829
"298","GCAM_SSP2","Africa_Northern","watWithdrawBySec","sum","agriculture",1975,42.54544029
"299","GCAM_SSP2","Africa_Northern","watWithdrawBySec","sum","agriculture",1990,62.04812042
