scenario,region,subRegion,param,sources,class,x,xLabel,vintage,units,aggregate,classLabel,classPalette,origScen,origQuery,origUnits,origX,value
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2040,Year,Vint_2040,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2040,30.69254972
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2045,Year,Vint_2045,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2045,42.46165722
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2050,Year,Vint_2050,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2050,56.05312556
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2055,Year,Vint_2055,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2055,69.80110194
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2060,Year,Vint_2060,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2060,82.65866083
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2065,Year,Vint_2065,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2065,98.55291611
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2070,Year,Vint_2070,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2070,112.6060206
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2075,Year,Vint_2075,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2075,126.0354522
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2080,Year,Vint_2080,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2080,136.6027611
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2085,Year,Vint_2085,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2085,144.4673283
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2090,Year,Vint_2090,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2090,150.5790639
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2095,Year,Vint_2095,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2095,155.843125
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,nuclear,2100,Year,Vint_2100,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2100,159.1375028
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,1990,Year,Vint_1990,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,1990,53.24313889
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2005,Year,Vint_2005,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2005,32.38818556
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2010,Year,Vint_2010,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2010,28.4325
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2015,Year,Vint_2015,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2015,13.49430556
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2020,Year,Vint_2020,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2020,12.90312139
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2025,Year,Vint_2025,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2025,15.09111364
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2030,Year,Vint_2030,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2030,16.95416303
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2035,Year,Vint_2035,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2035,17.77277744
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2040,Year,Vint_2040,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2040,19.94414194
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2045,Year,Vint_2045,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2045,21.88558733
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2050,Year,Vint_2050,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2050,22.95931231
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2055,Year,Vint_2055,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2055,23.52426911
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2060,Year,Vint_2060,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2060,22.74474797
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2065,Year,Vint_2065,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2065,22.637857
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2070,Year,Vint_2070,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2070,19.84071104
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2075,Year,Vint_2075,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2075,17.87852063
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2080,Year,Vint_2080,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2080,17.14001798
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2085,Year,Vint_2085,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2085,15.85683896
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2090,Year,Vint_2090,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2090,15.08987023
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2095,Year,Vint_2095,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2095,14.38057188
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,refined liquids,2100,Year,Vint_2100,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2100,14.00691218
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2005,Year,Vint_2005,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2005,0.073833333
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2010,Year,Vint_2010,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2010,0.101833333
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2015,Year,Vint_2015,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2015,2.878222222
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2020,Year,Vint_2020,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2020,12.76983934
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2025,Year,Vint_2025,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2025,54.13980311
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2030,Year,Vint_2030,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2030,147.7858321
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2035,Year,Vint_2035,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2035,289.4351089
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2040,Year,Vint_2040,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2040,385.8467035
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2045,Year,Vint_2045,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2045,462.0095511
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2050,Year,Vint_2050,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2050,540.4883879
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2055,Year,Vint_2055,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2055,622.6996424
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2060,Year,Vint_2060,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2060,702.791836
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2065,Year,Vint_2065,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2065,789.1293063
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2070,Year,Vint_2070,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2070,866.121691
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2075,Year,Vint_2075,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2075,933.2377817
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2080,Year,Vint_2080,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2080,992.870438
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2085,Year,Vint_2085,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2085,1037.14349
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2090,Year,Vint_2090,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2090,1073.628784
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2095,Year,Vint_2095,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2095,1093.01478
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,solar,2100,Year,Vint_2100,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2100,1113.398012
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2005,Year,Vint_2005,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2005,0.02352775
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2010,Year,Vint_2010,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2010,0.132249722
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2015,Year,Vint_2015,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2015,1.22575
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2020,Year,Vint_2020,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2020,10.55121397
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2025,Year,Vint_2025,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2025,26.50821114
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2030,Year,Vint_2030,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2030,49.42530111
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2035,Year,Vint_2035,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2035,77.08372528
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2040,Year,Vint_2040,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2040,115.0572436
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2045,Year,Vint_2045,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2045,167.3999656
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2050,Year,Vint_2050,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2050,222.0955783
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2055,Year,Vint_2055,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2055,279.6602728
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2060,Year,Vint_2060,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2060,333.7905578
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2065,Year,Vint_2065,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2065,410.1829919
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2070,Year,Vint_2070,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2070,470.9585458
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2075,Year,Vint_2075,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2075,518.6138183
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2080,Year,Vint_2080,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2080,568.2689611
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2085,Year,Vint_2085,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2085,604.1210278
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2090,Year,Vint_2090,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2090,630.9495528
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2095,Year,Vint_2095,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2095,644.4565278
scenX,Southeast Asia,Southeast Asia,Electricity Generation by Fuel (TWh),Sources,wind,2100,Year,Vint_2100,Electricity Generation by Fuel (TWh),sum,Fuel,pal_metis,scenX,origQuery,EJ,2100,662.9482667
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2010,Year,Vint_2010,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2010,0.73327883
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2015,Year,Vint_2015,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2015,1.269503388
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2020,Year,Vint_2020,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2020,1.561493458
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2025,Year,Vint_2025,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2025,2.075057605
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2030,Year,Vint_2030,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2030,2.711281443
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2035,Year,Vint_2035,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2035,3.213466438
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2040,Year,Vint_2040,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2040,3.898777608
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2045,Year,Vint_2045,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2045,4.715586356
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2050,Year,Vint_2050,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2050,5.512125843
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2055,Year,Vint_2055,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2055,6.18755373
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2060,Year,Vint_2060,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2060,6.737884055
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2065,Year,Vint_2065,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2065,7.684097211
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2070,Year,Vint_2070,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2070,8.371703465
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2075,Year,Vint_2075,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2075,9.066360655
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2080,Year,Vint_2080,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2080,9.670493536
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2085,Year,Vint_2085,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2085,10.20432992
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2090,Year,Vint_2090,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2090,10.84420303
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2095,Year,Vint_2095,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2095,11.51596378
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Bioenergy,2100,Year,Vint_2100,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2100,12.12250249
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2010,Year,Vint_2010,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2010,16.70456883
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2015,Year,Vint_2015,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2015,26.63732207
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2020,Year,Vint_2020,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2020,37.4711292
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2025,Year,Vint_2025,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2025,45.9056003
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2030,Year,Vint_2030,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2030,52.95194584
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2035,Year,Vint_2035,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2035,58.53204983
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2040,Year,Vint_2040,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2040,64.24847138
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2045,Year,Vint_2045,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2045,71.02354404
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2050,Year,Vint_2050,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2050,78.10371598
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2055,Year,Vint_2055,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2055,85.50611819
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2060,Year,Vint_2060,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2060,92.73960332
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2065,Year,Vint_2065,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2065,102.6335343
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2070,Year,Vint_2070,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2070,111.6341564
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2075,Year,Vint_2075,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2075,119.4947914
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2080,Year,Vint_2080,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2080,124.0098905
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2085,Year,Vint_2085,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2085,124.9668796
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2090,Year,Vint_2090,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2090,125.8468128
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2095,Year,Vint_2095,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2095,127.0310604
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Coal,2100,Year,Vint_2100,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2100,127.5645904
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2010,Year,Vint_2010,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2010,41.13293525
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2015,Year,Vint_2015,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2015,47.26633238
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2020,Year,Vint_2020,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2020,61.65180837
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2025,Year,Vint_2025,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2025,74.01824939
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2030,Year,Vint_2030,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2030,85.14720944
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2035,Year,Vint_2035,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2035,93.11642945
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2040,Year,Vint_2040,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2040,101.3674544
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2045,Year,Vint_2045,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2045,111.1449675
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2050,Year,Vint_2050,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2050,119.05286
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2055,Year,Vint_2055,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2055,127.4373764
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2060,Year,Vint_2060,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2060,136.7514737
scenX,Southeast Asia,Southeast Asia,New Elec Cap (GW),Sources,Gas,2065,Year,Vint_2065,New Elec Cap (GW),sum,Fuel,pal_metis,scenX,elec gen by gen tech and cooling tech and vintage,GW,2065,140.2982393
