scenario,region,subRegion,param,sources,class,x,xLabel,vintage,units,aggregate,classLabel,classPalette,origScen,origQuery,origUnits,origX,value
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2070,0.049841684
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2075,0.050062293
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2080,0.050055513
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2085,0.049831095
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2090,0.049511201
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2095,0.049140077
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2100,0.048675581
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,1975,0.0612687
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,1990,0.1148386
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2005,0.253245
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2010,0.256443
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2015,0.256443
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2020,0.2473121
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2025,0.2455847
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2030,0.2528857
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2035,0.257075
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2040,0.2660565
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2045,0.2733486
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2050,0.2812723
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2055,0.2897069
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2060,0.29596
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2065,0.2999223
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2070,0.33406
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2075,0.3412404
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2080,0.3480147
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2085,0.3537506
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2090,0.358311
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2095,0.3618862
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2100,0.3644454
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,1975,0.106070398
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,1990,0.175507399
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2005,0.45017769
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2010,0.59406699
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2015,0.65542069
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2020,0.71562177
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2025,0.7820773
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2030,0.83900441
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2035,0.90414176
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2040,0.94778713
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2045,0.98317925
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2050,1.0102887
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2055,1.06027518
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2060,1.10090778
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2065,1.13306382
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2070,1.15131155
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2075,1.16813645
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2080,1.17758533
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2085,1.18101917
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2090,1.17999741
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2095,1.17507663
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2100,1.16673955
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,1975,0.0266113
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,1990,0.0385825
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2005,0.1077407
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2010,0.153939199
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2015,0.144960899
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2020,0.174647153
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2025,0.195393815
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2030,0.21454126
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2035,0.257729023
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2040,0.30538445
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2045,0.360056856
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2050,0.414848403
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2055,0.427717016
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2060,0.438348357
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2065,0.452007087
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2070,0.4608095
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2075,0.472136169
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2080,0.48324797
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2085,0.49380844
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2090,0.503426631
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2095,0.511620033
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2100,0.518678235
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,1975,0.0034262
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,1990,0.00743569
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2005,0.02161789
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2010,0.02264729
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2015,0.0264693
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2020,0.027851577
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2025,0.029515743
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2030,0.031087281
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2035,0.031874381
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2040,0.032478149
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2045,0.033371033
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2050,0.034224658
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2055,0.034639924
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2060,0.035001174
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2065,0.035320011
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2070,0.035234955
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2075,0.035476769
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2080,0.035642052
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2085,0.035792034
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2090,0.035924013
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2095,0.036029184
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2100,0.036091739
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,1975,0.0042243
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,1990,0.01091658
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2005,0.02345769
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2010,0.02469109
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2015,0.0282428
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2020,0.029264956
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2025,0.030678308
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2030,0.031749328
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2035,0.027492741
scenX,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,scenX,ag production by tech,Mt,2040,0.024296647
