"subRegion","x","param","value","units","aggregate","scenario","class"
"Taiwan",21,"cases",9.56,"Cases Per Million","sum","COVID","all"
"Taiwan",22,"cases",7.925,"Cases Per Million","sum","COVID","all"
"Taiwan",23,"cases",7.924,"Cases Per Million","sum","COVID","all"
"Taiwan",24,"cases",5.912,"Cases Per Million","sum","COVID","all"
"Tajikistan",1,"cases",390.479,"Cases Per Million","sum","COVID","all"
"Tajikistan",2,"cases",214.676,"Cases Per Million","sum","COVID","all"
"Tajikistan",3,"cases",150.364,"Cases Per Million","sum","COVID","all"
"Tajikistan",4,"cases",121.439,"Cases Per Million","sum","COVID","all"
"Tajikistan",5,"cases",120.618,"Cases Per Million","sum","COVID","all"
"Tajikistan",6,"cases",128.313,"Cases Per Million","sum","COVID","all"
"Tajikistan",7,"cases",120.825,"Cases Per Million","sum","COVID","all"
"Tajikistan",8,"cases",154.875,"Cases Per Million","sum","COVID","all"
"Tajikistan",9,"cases",5.028,"Cases Per Million","sum","COVID","all"
"Tajikistan",10,"cases",0,"Cases Per Million","sum","COVID","all"
"Tajikistan",11,"cases",0,"Cases Per Million","sum","COVID","all"
"Tajikistan",12,"cases",0,"Cases Per Million","sum","COVID","all"
"Tajikistan",13,"cases",0,"Cases Per Million","sum","COVID","all"
"Tajikistan",14,"cases",19.591,"Cases Per Million","sum","COVID","all"
"Tajikistan",15,"cases",161.751,"Cases Per Million","sum","COVID","all"
"Tajikistan",16,"cases",181.546,"Cases Per Million","sum","COVID","all"
"Tajikistan",17,"cases",23.795,"Cases Per Million","sum","COVID","all"
"Tajikistan",18,"cases",0.205,"Cases Per Million","sum","COVID","all"
"Tajikistan",19,"cases",0.718,"Cases Per Million","sum","COVID","all"
"Tajikistan",20,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",1,"cases",0.309,"Cases Per Million","sum","COVID","all"
"Tanzania",2,"cases",7.497,"Cases Per Million","sum","COVID","all"
"Tanzania",3,"cases",0.472,"Cases Per Million","sum","COVID","all"
"Tanzania",4,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",5,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",6,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",7,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",8,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",9,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",10,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",11,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",12,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",13,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",14,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",15,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",16,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",17,"cases",8.26,"Cases Per Million","sum","COVID","all"
"Tanzania",18,"cases",5.691,"Cases Per Million","sum","COVID","all"
"Tanzania",19,"cases",0,"Cases Per Million","sum","COVID","all"
"Tanzania",20,"cases",403.051,"Cases Per Million","sum","COVID","all"
"Tanzania",21,"cases",1.886,"Cases Per Million","sum","COVID","all"
"Tanzania",22,"cases",0.634,"Cases Per Million","sum","COVID","all"
"Thailand",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Thailand",2,"cases",0.328,"Cases Per Million","sum","COVID","all"
"Thailand",3,"cases",23.001,"Cases Per Million","sum","COVID","all"
"Thailand",4,"cases",18.626,"Cases Per Million","sum","COVID","all"
"Thailand",5,"cases",1.815,"Cases Per Million","sum","COVID","all"
"Thailand",6,"cases",1.283,"Cases Per Million","sum","COVID","all"
"Thailand",7,"cases",1.985,"Cases Per Million","sum","COVID","all"
"Thailand",8,"cases",1.455,"Cases Per Million","sum","COVID","all"
"Thailand",9,"cases",2.242,"Cases Per Million","sum","COVID","all"
"Thailand",10,"cases",3.074,"Cases Per Million","sum","COVID","all"
"Thailand",11,"cases",3.201,"Cases Per Million","sum","COVID","all"
"Thailand",12,"cases",45.104,"Cases Per Million","sum","COVID","all"
"Thailand",13,"cases",178.054,"Cases Per Million","sum","COVID","all"
"Thailand",14,"cases",91.677,"Cases Per Million","sum","COVID","all"
"Thailand",15,"cases",40.486,"Cases Per Million","sum","COVID","all"
"Thailand",16,"cases",518.793,"Cases Per Million","sum","COVID","all"
"Thailand",17,"cases",1352.936,"Cases Per Million","sum","COVID","all"
"Thailand",18,"cases",1422.554,"Cases Per Million","sum","COVID","all"
"Thailand",19,"cases",4831.765,"Cases Per Million","sum","COVID","all"
"Thailand",20,"cases",8683.844,"Cases Per Million","sum","COVID","all"
"Thailand",21,"cases",5700.376,"Cases Per Million","sum","COVID","all"
"Thailand",22,"cases",4410.939,"Cases Per Million","sum","COVID","all"
"Thailand",23,"cases",2914.158,"Cases Per Million","sum","COVID","all"
"Thailand",24,"cases",803.021,"Cases Per Million","sum","COVID","all"
"Timor-Leste",1,"cases",0.744,"Cases Per Million","sum","COVID","all"
"Timor-Leste",2,"cases",17.113,"Cases Per Million","sum","COVID","all"
"Timor-Leste",3,"cases",0,"Cases Per Million","sum","COVID","all"
"Timor-Leste",4,"cases",0,"Cases Per Million","sum","COVID","all"
"Timor-Leste",5,"cases",0,"Cases Per Million","sum","COVID","all"
"Timor-Leste",6,"cases",2.232,"Cases Per Million","sum","COVID","all"
"Timor-Leste",7,"cases",0.744,"Cases Per Million","sum","COVID","all"
"Timor-Leste",8,"cases",1.488,"Cases Per Million","sum","COVID","all"
"Timor-Leste",9,"cases",0,"Cases Per Million","sum","COVID","all"
"Timor-Leste",10,"cases",10.417,"Cases Per Million","sum","COVID","all"
"Timor-Leste",11,"cases",19.345,"Cases Per Million","sum","COVID","all"
"Timor-Leste",12,"cases",31.996,"Cases Per Million","sum","COVID","all"
"Timor-Leste",13,"cases",365.362,"Cases Per Million","sum","COVID","all"
"Timor-Leste",14,"cases",1244.164,"Cases Per Million","sum","COVID","all"
"Timor-Leste",15,"cases",3510.744,"Cases Per Million","sum","COVID","all"
"Timor-Leste",16,"cases",1657.891,"Cases Per Million","sum","COVID","all"
"Timor-Leste",17,"cases",1247.141,"Cases Per Million","sum","COVID","all"
"Timor-Leste",18,"cases",4303.97,"Cases Per Million","sum","COVID","all"
"Timor-Leste",19,"cases",2095.432,"Cases Per Million","sum","COVID","all"
"Timor-Leste",20,"cases",217.278,"Cases Per Million","sum","COVID","all"
"Timor-Leste",21,"cases",24.553,"Cases Per Million","sum","COVID","all"
"Timor-Leste",22,"cases",4.464,"Cases Per Million","sum","COVID","all"
"Togo",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Togo",2,"cases",9.674,"Cases Per Million","sum","COVID","all"
"Togo",3,"cases",38.456,"Cases Per Million","sum","COVID","all"
"Togo",4,"cases",24.539,"Cases Per Million","sum","COVID","all"
"Togo",5,"cases",34.325,"Cases Per Million","sum","COVID","all"
"Togo",6,"cases",54.138,"Cases Per Million","sum","COVID","all"
"Togo",7,"cases",45.292,"Cases Per Million","sum","COVID","all"
"Togo",8,"cases",64.518,"Cases Per Million","sum","COVID","all"
"Togo",9,"cases",75.84,"Cases Per Million","sum","COVID","all"
"Togo",10,"cases",77.73,"Cases Per Million","sum","COVID","all"
"Togo",11,"cases",169.965,"Cases Per Million","sum","COVID","all"
"Togo",12,"cases",215.492,"Cases Per Million","sum","COVID","all"
"Togo",13,"cases",394.893,"Cases Per Million","sum","COVID","all"
"Togo",14,"cases",320.586,"Cases Per Million","sum","COVID","all"
"Togo",15,"cases",58.856,"Cases Per Million","sum","COVID","all"
"Togo",16,"cases",53.193,"Cases Per Million","sum","COVID","all"
"Togo",17,"cases",221.861,"Cases Per Million","sum","COVID","all"
"Togo",18,"cases",644.355,"Cases Per Million","sum","COVID","all"
"Togo",19,"cases",491.611,"Cases Per Million","sum","COVID","all"
"Togo",20,"cases",76.664,"Cases Per Million","sum","COVID","all"
"Togo",21,"cases",21.941,"Cases Per Million","sum","COVID","all"
"Togo",22,"cases",17.811,"Cases Per Million","sum","COVID","all"
"Tonga",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Tonga",2,"cases",NA,"Cases Per Million","sum","COVID","all"
"Tonga",3,"cases",NA,"Cases Per Million","sum","COVID","all"
"Tonga",4,"cases",NA,"Cases Per Million","sum","COVID","all"
"Tonga",5,"cases",NA,"Cases Per Million","sum","COVID","all"
"Tonga",6,"cases",NA,"Cases Per Million","sum","COVID","all"
"Tonga",7,"cases",NA,"Cases Per Million","sum","COVID","all"
"Tonga",8,"cases",0,"Cases Per Million","sum","COVID","all"
"Tonga",9,"cases",0,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",1,"cases",61.995,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",2,"cases",20.667,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",3,"cases",0.713,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",4,"cases",9.263,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",5,"cases",27.793,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",6,"cases",1132.982,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",7,"cases",1975.24,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",8,"cases",827.294,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",9,"cases",696.181,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",10,"cases",342.75,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",11,"cases",295.002,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",12,"cases",106.175,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",13,"cases",223.035,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",14,"cases",1993.767,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",15,"cases",9323.959,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",16,"cases",6330.457,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",17,"cases",4288.235,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",18,"cases",4301.064,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",19,"cases",4177.075,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",20,"cases",4717.203,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",21,"cases",9998.76,"Cases Per Million","sum","COVID","all"
"Trinidad and Tobago",22,"cases",6588.408,"Cases Per Million","sum","COVID","all"
"Tunisia",1,"cases",33.013,"Cases Per Million","sum","COVID","all"
"Tunisia",2,"cases",50.269,"Cases Per Million","sum","COVID","all"
"Tunisia",3,"cases",6.955,"Cases Per Million","sum","COVID","all"
"Tunisia",4,"cases",8.13,"Cases Per Million","sum","COVID","all"
"Tunisia",5,"cases",30.243,"Cases Per Million","sum","COVID","all"
"Tunisia",6,"cases",190.017,"Cases Per Million","sum","COVID","all"
"Tunisia",7,"cases",1224.052,"Cases Per Million","sum","COVID","all"
"Tunisia",8,"cases",3468.569,"Cases Per Million","sum","COVID","all"
"Tunisia",9,"cases",3096.238,"Cases Per Million","sum","COVID","all"
"Tunisia",10,"cases",3549.92,"Cases Per Million","sum","COVID","all"
"Tunisia",11,"cases",5843.364,"Cases Per Million","sum","COVID","all"
"Tunisia",12,"cases",2043.607,"Cases Per Million","sum","COVID","all"
"Tunisia",13,"cases",1737.716,"Cases Per Million","sum","COVID","all"
"Tunisia",14,"cases",4616.464,"Cases Per Million","sum","COVID","all"
"Tunisia",15,"cases",3045.89,"Cases Per Million","sum","COVID","all"
"Tunisia",16,"cases",6252.552,"Cases Per Million","sum","COVID","all"
"Tunisia",17,"cases",14197.835,"Cases Per Million","sum","COVID","all"
"Tunisia",18,"cases",6239.149,"Cases Per Million","sum","COVID","all"
"Tunisia",19,"cases",3615.688,"Cases Per Million","sum","COVID","all"
"Tunisia",20,"cases",465.576,"Cases Per Million","sum","COVID","all"
"Tunisia",21,"cases",404.248,"Cases Per Million","sum","COVID","all"
"Tunisia",22,"cases",168.736,"Cases Per Million","sum","COVID","all"
"Turkey",1,"cases",159.109,"Cases Per Million","sum","COVID","all"
"Turkey",2,"cases",1254.347,"Cases Per Million","sum","COVID","all"
"Turkey",3,"cases",514.307,"Cases Per Million","sum","COVID","all"
"Turkey",4,"cases",422.892,"Cases Per Million","sum","COVID","all"
"Turkey",5,"cases",364.135,"Cases Per Million","sum","COVID","all"
"Turkey",6,"cases",461.649,"Cases Per Million","sum","COVID","all"
"Turkey",7,"cases",570.653,"Cases Per Million","sum","COVID","all"
"Turkey",8,"cases",666.77,"Cases Per Million","sum","COVID","all"
"Turkey",9,"cases",3098.208,"Cases Per Million","sum","COVID","all"
"Turkey",10,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turkey",11,"cases",3160.895,"Cases Per Million","sum","COVID","all"
"Turkey",12,"cases",2635.439,"Cases Per Million","sum","COVID","all"
"Turkey",13,"cases",7238.641,"Cases Per Million","sum","COVID","all"
"Turkey",14,"cases",17678.277,"Cases Per Million","sum","COVID","all"
"Turkey",15,"cases",5042.323,"Cases Per Million","sum","COVID","all"
"Turkey",16,"cases",2072.463,"Cases Per Million","sum","COVID","all"
"Turkey",17,"cases",3544.019,"Cases Per Million","sum","COVID","all"
"Turkey",18,"cases",7775.572,"Cases Per Million","sum","COVID","all"
"Turkey",19,"cases",9004.169,"Cases Per Million","sum","COVID","all"
"Turkey",20,"cases",10335.018,"Cases Per Million","sum","COVID","all"
"Turkey",21,"cases",8990.777,"Cases Per Million","sum","COVID","all"
"Turkey",22,"cases",3097.113,"Cases Per Million","sum","COVID","all"
"Turkmenistan",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turkmenistan",2,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turkmenistan",3,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turkmenistan",4,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turkmenistan",5,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turkmenistan",6,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turkmenistan",7,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",2,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",3,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",4,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",5,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",6,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",7,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",8,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",9,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",10,"cases",NA,"Cases Per Million","sum","COVID","all"
"Turks and Caicos Is.",11,"cases",NA,"Cases Per Million","sum","COVID","all"
"Uganda",1,"cases",0.934,"Cases Per Million","sum","COVID","all"
"Uganda",2,"cases",0.825,"Cases Per Million","sum","COVID","all"
"Uganda",3,"cases",7.087,"Cases Per Million","sum","COVID","all"
"Uganda",4,"cases",10.017,"Cases Per Million","sum","COVID","all"
"Uganda",5,"cases",5.627,"Cases Per Million","sum","COVID","all"
"Uganda",6,"cases",38.581,"Cases Per Million","sum","COVID","all"
"Uganda",7,"cases",109.436,"Cases Per Million","sum","COVID","all"
"Uganda",8,"cases",92.65,"Cases Per Million","sum","COVID","all"
"Uganda",9,"cases",169.002,"Cases Per Million","sum","COVID","all"
"Uganda",10,"cases",313.158,"Cases Per Million","sum","COVID","all"
"Uganda",11,"cases",92.585,"Cases Per Million","sum","COVID","all"
"Uganda",12,"cases",16.512,"Cases Per Million","sum","COVID","all"
"Uganda",13,"cases",10.822,"Cases Per Million","sum","COVID","all"
"Uganda",14,"cases",21.201,"Cases Per Million","sum","COVID","all"
"Uganda",15,"cases",112.066,"Cases Per Million","sum","COVID","all"
"Uganda",16,"cases",696.678,"Cases Per Million","sum","COVID","all"
"Uganda",17,"cases",296.032,"Cases Per Million","sum","COVID","all"
"Uganda",18,"cases",551.489,"Cases Per Million","sum","COVID","all"
"Uganda",19,"cases",77.601,"Cases Per Million","sum","COVID","all"
"Uganda",20,"cases",55.155,"Cases Per Million","sum","COVID","all"
"Uganda",21,"cases",29.262,"Cases Per Million","sum","COVID","all"
"Uganda",22,"cases",11.67,"Cases Per Million","sum","COVID","all"
"Ukraine",1,"cases",14.838,"Cases Per Million","sum","COVID","all"
"Ukraine",2,"cases",224.563,"Cases Per Million","sum","COVID","all"
"Ukraine",3,"cases",305.2,"Cases Per Million","sum","COVID","all"
"Ukraine",4,"cases",496.516,"Cases Per Million","sum","COVID","all"
"Ukraine",5,"cases",601.607,"Cases Per Million","sum","COVID","all"
"Ukraine",6,"cases",1213.059,"Cases Per Million","sum","COVID","all"
"Ukraine",7,"cases",2077.77,"Cases Per Million","sum","COVID","all"
"Ukraine",8,"cases",4253.452,"Cases Per Million","sum","COVID","all"
"Ukraine",9,"cases",8121.435,"Cases Per Million","sum","COVID","all"
"Ukraine",10,"cases",7699.068,"Cases Per Million","sum","COVID","all"
"Ukraine",11,"cases",4015.685,"Cases Per Million","sum","COVID","all"
"Ukraine",12,"cases",3082.394,"Cases Per Million","sum","COVID","all"
"Ukraine",13,"cases",7580.516,"Cases Per Million","sum","COVID","all"
"Ukraine",14,"cases",9180.357,"Cases Per Million","sum","COVID","all"
"Ukraine",15,"cases",3147.898,"Cases Per Million","sum","COVID","all"
"Ukraine",16,"cases",901.884,"Cases Per Million","sum","COVID","all"
"Ukraine",17,"cases",766.287,"Cases Per Million","sum","COVID","all"
"Ukraine",18,"cases",1176.872,"Cases Per Million","sum","COVID","all"
"Ukraine",19,"cases",3421.852,"Cases Per Million","sum","COVID","all"
"Ukraine",20,"cases",12073.74,"Cases Per Million","sum","COVID","all"
"Ukraine",21,"cases",12619.143,"Cases Per Million","sum","COVID","all"
"Ukraine",22,"cases",3031.464,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",1,"cases",0.4,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",2,"cases",1.701,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",3,"cases",64.357,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",4,"cases",1182.757,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",5,"cases",2209.572,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",6,"cases",1412.263,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",7,"cases",1184.956,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",8,"cases",973.368,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",9,"cases",2398.038,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",10,"cases",3847.329,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",11,"cases",3626.334,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",12,"cases",3899.677,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",13,"cases",9587.249,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",14,"cases",8799.347,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",15,"cases",6998.241,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",16,"cases",5884.447,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",17,"cases",5064.517,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",18,"cases",6212.637,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",19,"cases",4799.378,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",20,"cases",3754.549,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",21,"cases",1763.772,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",22,"cases",391.647,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",23,"cases",213.791,"Cases Per Million","sum","COVID","all"
"United Arab Emirates",24,"cases",85.376,"Cases Per Million","sum","COVID","all"
"United Kingdom",1,"cases",0.029,"Cases Per Million","sum","COVID","all"
"United Kingdom",2,"cases",0.868,"Cases Per Million","sum","COVID","all"
"United Kingdom",3,"cases",568.179,"Cases Per Million","sum","COVID","all"
"United Kingdom",4,"cases",2051.926,"Cases Per Million","sum","COVID","all"
"United Kingdom",5,"cases",1154.835,"Cases Per Million","sum","COVID","all"
"United Kingdom",6,"cases",405.78,"Cases Per Million","sum","COVID","all"
"United Kingdom",7,"cases",287.02,"Cases Per Million","sum","COVID","all"
"United Kingdom",8,"cases",488.072,"Cases Per Million","sum","COVID","all"
"United Kingdom",9,"cases",1726.581,"Cases Per Million","sum","COVID","all"
"United Kingdom",10,"cases",8194.85,"Cases Per Million","sum","COVID","all"
"United Kingdom",11,"cases",9074.434,"Cases Per Million","sum","COVID","all"
"United Kingdom",12,"cases",12645.293,"Cases Per Million","sum","COVID","all"
"United Kingdom",13,"cases",19528.05,"Cases Per Million","sum","COVID","all"
"United Kingdom",14,"cases",5287.425,"Cases Per Million","sum","COVID","all"
"United Kingdom",15,"cases",2509.342,"Cases Per Million","sum","COVID","all"
"United Kingdom",16,"cases",1059.479,"Cases Per Million","sum","COVID","all"
"United Kingdom",17,"cases",1040.727,"Cases Per Million","sum","COVID","all"
"United Kingdom",18,"cases",4604.609,"Cases Per Million","sum","COVID","all"
"United Kingdom",19,"cases",15630.673,"Cases Per Million","sum","COVID","all"
"United Kingdom",20,"cases",13751.28,"Cases Per Million","sum","COVID","all"
"United Kingdom",21,"cases",14991.557,"Cases Per Million","sum","COVID","all"
"United Kingdom",22,"cases",18422.639,"Cases Per Million","sum","COVID","all"
"United Kingdom",23,"cases",17377.994,"Cases Per Million","sum","COVID","all"
"United Kingdom",24,"cases",9522.454,"Cases Per Million","sum","COVID","all"
"Uruguay",1,"cases",96.985,"Cases Per Million","sum","COVID","all"
"Uruguay",2,"cases",87.515,"Cases Per Million","sum","COVID","all"
"Uruguay",3,"cases",51.65,"Cases Per Million","sum","COVID","all"
"Uruguay",4,"cases",32.427,"Cases Per Million","sum","COVID","all"
"Uruguay",5,"cases",94.115,"Cases Per Million","sum","COVID","all"
"Uruguay",6,"cases",94.974,"Cases Per Million","sum","COVID","all"
"Uruguay",7,"cases",129.406,"Cases Per Million","sum","COVID","all"
"Uruguay",8,"cases",309.313,"Cases Per Million","sum","COVID","all"
"Uruguay",9,"cases",784.185,"Cases Per Million","sum","COVID","all"
"Uruguay",10,"cases",3805.284,"Cases Per Million","sum","COVID","all"
"Uruguay",11,"cases",6490.102,"Cases Per Million","sum","COVID","all"
"Uruguay",12,"cases",4664.359,"Cases Per Million","sum","COVID","all"
"Uruguay",13,"cases",13645.025,"Cases Per Million","sum","COVID","all"
"Uruguay",14,"cases",26649.914,"Cases Per Million","sum","COVID","all"
"Uruguay",15,"cases",27566.947,"Cases Per Million","sum","COVID","all"
"Uruguay",16,"cases",21475.963,"Cases Per Million","sum","COVID","all"
"Uruguay",17,"cases",3491.1,"Cases Per Million","sum","COVID","all"
"Uruguay",18,"cases",980.444,"Cases Per Million","sum","COVID","all"
"Uruguay",19,"cases",1146.005,"Cases Per Million","sum","COVID","all"
"Uruguay",20,"cases",1426.337,"Cases Per Million","sum","COVID","all"
"Uruguay",21,"cases",1663.056,"Cases Per Million","sum","COVID","all"
"Uruguay",22,"cases",807.425,"Cases Per Million","sum","COVID","all"
"USA",1,"cases",NA,"Cases Per Million","sum","COVID","all"
"USA",2,"cases",0.051,"Cases Per Million","sum","COVID","all"
"USA",3,"cases",576.886,"Cases Per Million","sum","COVID","all"
"USA",4,"cases",2670.031,"Cases Per Million","sum","COVID","all"
"USA",5,"cases",2157.213,"Cases Per Million","sum","COVID","all"
"USA",6,"cases",2533.196,"Cases Per Million","sum","COVID","all"
"USA",7,"cases",5779.011,"Cases Per Million","sum","COVID","all"
"USA",8,"cases",4382.854,"Cases Per Million","sum","COVID","all"
"USA",9,"cases",3631.313,"Cases Per Million","sum","COVID","all"
"USA",10,"cases",5814.612,"Cases Per Million","sum","COVID","all"
"USA",11,"cases",13567.296,"Cases Per Million","sum","COVID","all"
"USA",12,"cases",19455.75,"Cases Per Million","sum","COVID","all"
"USA",13,"cases",18479.733,"Cases Per Million","sum","COVID","all"
"USA",14,"cases",7216.555,"Cases Per Million","sum","COVID","all"
"USA",15,"cases",5449.309,"Cases Per Million","sum","COVID","all"
"USA",16,"cases",5681.051,"Cases Per Million","sum","COVID","all"
"USA",17,"cases",2765.834,"Cases Per Million","sum","COVID","all"
"USA",18,"cases",1203.571,"Cases Per Million","sum","COVID","all"
"USA",19,"cases",3960.671,"Cases Per Million","sum","COVID","all"
"USA",20,"cases",12885.619,"Cases Per Million","sum","COVID","all"
"USA",21,"cases",12463.982,"Cases Per Million","sum","COVID","all"
"USA",22,"cases",7521.718,"Cases Per Million","sum","COVID","all"
"USA",23,"cases",7668.265,"Cases Per Million","sum","COVID","all"
"USA",24,"cases",4683.116,"Cases Per Million","sum","COVID","all"
"Uzbekistan",1,"cases",5.068,"Cases Per Million","sum","COVID","all"
"Uzbekistan",2,"cases",55.015,"Cases Per Million","sum","COVID","all"
"Uzbekistan",3,"cases",46.674,"Cases Per Million","sum","COVID","all"
"Uzbekistan",4,"cases",143.801,"Cases Per Million","sum","COVID","all"
"Uzbekistan",5,"cases",456.926,"Cases Per Million","sum","COVID","all"
"Uzbekistan",6,"cases",526.995,"Cases Per Million","sum","COVID","all"
"Uzbekistan",7,"cases",436.824,"Cases Per Million","sum","COVID","all"
"Uzbekistan",8,"cases",301.009,"Cases Per Million","sum","COVID","all"
"Uzbekistan",9,"cases",181.582,"Cases Per Million","sum","COVID","all"
"Uzbekistan",10,"cases",116.869,"Cases Per Million","sum","COVID","all"
"Uzbekistan",11,"cases",48.653,"Cases Per Million","sum","COVID","all"
"Uzbekistan",12,"cases",35.803,"Cases Per Million","sum","COVID","all"
"Uzbekistan",13,"cases",86.724,"Cases Per Million","sum","COVID","all"
"Uzbekistan",14,"cases",233.944,"Cases Per Million","sum","COVID","all"
"Uzbekistan",15,"cases",280.736,"Cases Per Million","sum","COVID","all"
"Uzbekistan",16,"cases",304.754,"Cases Per Million","sum","COVID","all"
"Uzbekistan",17,"cases",549.565,"Cases Per Million","sum","COVID","all"
"Uzbekistan",18,"cases",797.594,"Cases Per Million","sum","COVID","all"
"Uzbekistan",19,"cases",515.708,"Cases Per Million","sum","COVID","all"
"Uzbekistan",20,"cases",355.615,"Cases Per Million","sum","COVID","all"
"Uzbekistan",21,"cases",213.488,"Cases Per Million","sum","COVID","all"
"Uzbekistan",22,"cases",81.037,"Cases Per Million","sum","COVID","all"
"Vanuatu",1,"cases",3.18,"Cases Per Million","sum","COVID","all"
"Vanuatu",2,"cases",0,"Cases Per Million","sum","COVID","all"
"Vanuatu",3,"cases",0,"Cases Per Million","sum","COVID","all"
"Vanuatu",4,"cases",0,"Cases Per Million","sum","COVID","all"
"Vanuatu",5,"cases",6.36,"Cases Per Million","sum","COVID","all"
"Vanuatu",6,"cases",3.18,"Cases Per Million","sum","COVID","all"
"Vanuatu",7,"cases",0,"Cases Per Million","sum","COVID","all"
"Vanuatu",8,"cases",0,"Cases Per Million","sum","COVID","all"
"Vanuatu",9,"cases",0,"Cases Per Million","sum","COVID","all"
"Vanuatu",10,"cases",0,"Cases Per Million","sum","COVID","all"
"Vanuatu",11,"cases",0,"Cases Per Million","sum","COVID","all"
"Vanuatu",12,"cases",6.36,"Cases Per Million","sum","COVID","all"
"Vanuatu",13,"cases",0,"Cases Per Million","sum","COVID","all"
"Vanuatu",14,"cases",0,"Cases Per Million","sum","COVID","all"
