scenario,region,subRegion,param,class,x,units,aggregate,value
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),coal,2100,Electricity Generation by Fuel (TWh),sum,1729.931952
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),gas,2015,Electricity Generation by Fuel (TWh),sum,1507.633889
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),gas,2025,Electricity Generation by Fuel (TWh),sum,2032.713654
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),gas,2050,Electricity Generation by Fuel (TWh),sum,1874.878594
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),gas,2075,Electricity Generation by Fuel (TWh),sum,1900.786164
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),gas,2100,Electricity Generation by Fuel (TWh),sum,1592.057824
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2015,Electricity Generation by Fuel (TWh),sum,2539.334372
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2025,Electricity Generation by Fuel (TWh),sum,1219.623469
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2050,Electricity Generation by Fuel (TWh),sum,2202.477052
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2075,Electricity Generation by Fuel (TWh),sum,1001.232998
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2100,Electricity Generation by Fuel (TWh),sum,3623.517731
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),hydro,2015,Electricity Generation by Fuel (TWh),sum,1911.751378
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),hydro,2025,Electricity Generation by Fuel (TWh),sum,732.9400369
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),hydro,2050,Electricity Generation by Fuel (TWh),sum,1795.45376
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),hydro,2075,Electricity Generation by Fuel (TWh),sum,4356.137113
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),hydro,2100,Electricity Generation by Fuel (TWh),sum,1270.86811
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2025,Electricity Generation by Fuel (TWh),sum,3098.750972
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2050,Electricity Generation by Fuel (TWh),sum,1566.749744
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2075,Electricity Generation by Fuel (TWh),sum,2375.782473
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2100,Electricity Generation by Fuel (TWh),sum,1451.918227
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2015,Electricity Generation by Fuel (TWh),sum,1701.224083
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2025,Electricity Generation by Fuel (TWh),sum,2017.905499
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2050,Electricity Generation by Fuel (TWh),sum,962.0582855
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2075,Electricity Generation by Fuel (TWh),sum,2151.055825
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2100,Electricity Generation by Fuel (TWh),sum,3531.445107
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),solar,2015,Electricity Generation by Fuel (TWh),sum,2755.951182
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),solar,2025,Electricity Generation by Fuel (TWh),sum,2396.839388
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),solar,2050,Electricity Generation by Fuel (TWh),sum,2342.887656
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),solar,2075,Electricity Generation by Fuel (TWh),sum,1959.864992
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),solar,2100,Electricity Generation by Fuel (TWh),sum,1344.343839
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),wind,2015,Electricity Generation by Fuel (TWh),sum,2968.091266
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),wind,2025,Electricity Generation by Fuel (TWh),sum,1741.942661
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),wind,2050,Electricity Generation by Fuel (TWh),sum,2882.296339
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),wind,2075,Electricity Generation by Fuel (TWh),sum,757.5121509
Scenario 1,OH,OH,Electricity Generation by Fuel (TWh),wind,2100,Electricity Generation by Fuel (TWh),sum,1947.038294
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),agriculture,2015,Water Withdrawal by Sector (km3),sum,2998.083623
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),agriculture,2025,Water Withdrawal by Sector (km3),sum,929.5933758
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),agriculture,2050,Water Withdrawal by Sector (km3),sum,1149.424221
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),agriculture,2075,Water Withdrawal by Sector (km3),sum,1580.087919
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),agriculture,2100,Water Withdrawal by Sector (km3),sum,3194.980524
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),desalination,2015,Water Withdrawal by Sector (km3),sum,1864.769429
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),desalination,2025,Water Withdrawal by Sector (km3),sum,1175.70405
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),desalination,2050,Water Withdrawal by Sector (km3),sum,799.3916997
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),desalination,2075,Water Withdrawal by Sector (km3),sum,2847.220428
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),desalination,2100,Water Withdrawal by Sector (km3),sum,1604.371647
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),electricity,2015,Water Withdrawal by Sector (km3),sum,587.5048879
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),electricity,2025,Water Withdrawal by Sector (km3),sum,1542.339833
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),electricity,2050,Water Withdrawal by Sector (km3),sum,2018.675045
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),electricity,2075,Water Withdrawal by Sector (km3),sum,1108.470128
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),electricity,2100,Water Withdrawal by Sector (km3),sum,1990.887046
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),industry,2015,Water Withdrawal by Sector (km3),sum,1074.352281
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),industry,2025,Water Withdrawal by Sector (km3),sum,2565.46735
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),industry,2050,Water Withdrawal by Sector (km3),sum,1138.608549
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),industry,2075,Water Withdrawal by Sector (km3),sum,1701.398173
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),industry,2100,Water Withdrawal by Sector (km3),sum,1702.06772
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),livestock,2015,Water Withdrawal by Sector (km3),sum,1852.031733
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),livestock,2025,Water Withdrawal by Sector (km3),sum,943.7022357
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),livestock,2050,Water Withdrawal by Sector (km3),sum,1180.001264
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),livestock,2075,Water Withdrawal by Sector (km3),sum,2377.853947
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),livestock,2100,Water Withdrawal by Sector (km3),sum,1452.16108
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),mining,2015,Water Withdrawal by Sector (km3),sum,1984.822963
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),mining,2025,Water Withdrawal by Sector (km3),sum,2163.801001
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),mining,2050,Water Withdrawal by Sector (km3),sum,2297.66781
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),mining,2075,Water Withdrawal by Sector (km3),sum,2117.501315
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),mining,2100,Water Withdrawal by Sector (km3),sum,1056.316546
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),municipal,2015,Water Withdrawal by Sector (km3),sum,1320.891049
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),municipal,2025,Water Withdrawal by Sector (km3),sum,1213.610921
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),municipal,2050,Water Withdrawal by Sector (km3),sum,1553.643775
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),municipal,2075,Water Withdrawal by Sector (km3),sum,1549.228049
Scenario 1,OH,OH,Water Withdrawal by Sector (km3),municipal,2100,Water Withdrawal by Sector (km3),sum,3452.106157
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),biomass,2015,Electricity Generation by Fuel (TWh),sum,1287.837452
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),biomass,2025,Electricity Generation by Fuel (TWh),sum,1921.86291
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),biomass,2050,Electricity Generation by Fuel (TWh),sum,3136.65228
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),biomass,2075,Electricity Generation by Fuel (TWh),sum,2720.833015
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),biomass,2100,Electricity Generation by Fuel (TWh),sum,2269.87982
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),coal,2015,Electricity Generation by Fuel (TWh),sum,2197.70439
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),coal,2025,Electricity Generation by Fuel (TWh),sum,3515.187792
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),coal,2050,Electricity Generation by Fuel (TWh),sum,2084.595256
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),coal,2075,Electricity Generation by Fuel (TWh),sum,2808.821122
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),coal,2100,Electricity Generation by Fuel (TWh),sum,2165.949532
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),gas,2015,Electricity Generation by Fuel (TWh),sum,3929.555692
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),gas,2025,Electricity Generation by Fuel (TWh),sum,1656.042405
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),gas,2050,Electricity Generation by Fuel (TWh),sum,1673.320353
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),gas,2075,Electricity Generation by Fuel (TWh),sum,3277.789315
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),gas,2100,Electricity Generation by Fuel (TWh),sum,1186.811128
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2015,Electricity Generation by Fuel (TWh),sum,837.7224192
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2025,Electricity Generation by Fuel (TWh),sum,1977.038528
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2050,Electricity Generation by Fuel (TWh),sum,1694.505473
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2075,Electricity Generation by Fuel (TWh),sum,2370.724119
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2100,Electricity Generation by Fuel (TWh),sum,1960.904891
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),hydro,2015,Electricity Generation by Fuel (TWh),sum,1762.751056
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),hydro,2025,Electricity Generation by Fuel (TWh),sum,1555.761741
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),hydro,2050,Electricity Generation by Fuel (TWh),sum,2552.055376
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),hydro,2075,Electricity Generation by Fuel (TWh),sum,744.3199496
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),hydro,2100,Electricity Generation by Fuel (TWh),sum,1840.844284
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2025,Electricity Generation by Fuel (TWh),sum,1650.157412
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2050,Electricity Generation by Fuel (TWh),sum,1195.463398
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2075,Electricity Generation by Fuel (TWh),sum,3811.891744
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2100,Electricity Generation by Fuel (TWh),sum,987.9961483
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2015,Electricity Generation by Fuel (TWh),sum,1408.578813
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2025,Electricity Generation by Fuel (TWh),sum,669.6618375
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2050,Electricity Generation by Fuel (TWh),sum,1607.254854
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2075,Electricity Generation by Fuel (TWh),sum,2113.039864
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2100,Electricity Generation by Fuel (TWh),sum,3385.230899
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),solar,2015,Electricity Generation by Fuel (TWh),sum,1485.206484
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),solar,2025,Electricity Generation by Fuel (TWh),sum,1052.253315
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),solar,2050,Electricity Generation by Fuel (TWh),sum,2052.712792
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),solar,2075,Electricity Generation by Fuel (TWh),sum,1551.705435
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),solar,2100,Electricity Generation by Fuel (TWh),sum,2959.180534
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),wind,2015,Electricity Generation by Fuel (TWh),sum,1495.911783
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),wind,2025,Electricity Generation by Fuel (TWh),sum,2462.658848
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),wind,2050,Electricity Generation by Fuel (TWh),sum,1176.349483
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),wind,2075,Electricity Generation by Fuel (TWh),sum,1195.396924
Scenario 2,OH,OH,Electricity Generation by Fuel (TWh),wind,2100,Electricity Generation by Fuel (TWh),sum,3075.171974
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),agriculture,2015,Water Withdrawal by Sector (km3),sum,3509.196497
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),agriculture,2025,Water Withdrawal by Sector (km3),sum,1336.506658
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),agriculture,2050,Water Withdrawal by Sector (km3),sum,2649.725852
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),agriculture,2075,Water Withdrawal by Sector (km3),sum,3304.522759
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),agriculture,2100,Water Withdrawal by Sector (km3),sum,2829.879047
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),desalination,2015,Water Withdrawal by Sector (km3),sum,3685.303181
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),desalination,2025,Water Withdrawal by Sector (km3),sum,1486.009911
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),desalination,2050,Water Withdrawal by Sector (km3),sum,1254.231899
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),desalination,2075,Water Withdrawal by Sector (km3),sum,2680.072387
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),desalination,2100,Water Withdrawal by Sector (km3),sum,1606.415123
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),electricity,2015,Water Withdrawal by Sector (km3),sum,2881.292382
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),electricity,2025,Water Withdrawal by Sector (km3),sum,2679.004637
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),electricity,2050,Water Withdrawal by Sector (km3),sum,1888.413484
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),electricity,2075,Water Withdrawal by Sector (km3),sum,1927.065085
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),electricity,2100,Water Withdrawal by Sector (km3),sum,2349.795239
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),industry,2015,Water Withdrawal by Sector (km3),sum,2061.161979
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),industry,2025,Water Withdrawal by Sector (km3),sum,3625.304513
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),industry,2050,Water Withdrawal by Sector (km3),sum,1406.175955
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),industry,2075,Water Withdrawal by Sector (km3),sum,1898.908719
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),industry,2100,Water Withdrawal by Sector (km3),sum,841.8932037
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),livestock,2015,Water Withdrawal by Sector (km3),sum,3479.674274
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),livestock,2025,Water Withdrawal by Sector (km3),sum,2566.096265
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),livestock,2050,Water Withdrawal by Sector (km3),sum,1900.894614
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),livestock,2075,Water Withdrawal by Sector (km3),sum,1624.591368
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),livestock,2100,Water Withdrawal by Sector (km3),sum,904.3020427
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),mining,2015,Water Withdrawal by Sector (km3),sum,1813.235555
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),mining,2025,Water Withdrawal by Sector (km3),sum,3190.228187
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),mining,2050,Water Withdrawal by Sector (km3),sum,2633.542734
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),mining,2075,Water Withdrawal by Sector (km3),sum,3058.153604
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),mining,2100,Water Withdrawal by Sector (km3),sum,1596.125595
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),municipal,2015,Water Withdrawal by Sector (km3),sum,2848.690844
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),municipal,2025,Water Withdrawal by Sector (km3),sum,1964.144288
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),municipal,2050,Water Withdrawal by Sector (km3),sum,2876.476453
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),municipal,2075,Water Withdrawal by Sector (km3),sum,1851.060564
Scenario 2,OH,OH,Water Withdrawal by Sector (km3),municipal,2100,Water Withdrawal by Sector (km3),sum,1773.049485
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),biomass,2015,Electricity Generation by Fuel (TWh),sum,2525.188443
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),biomass,2025,Electricity Generation by Fuel (TWh),sum,1044.010493
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),biomass,2050,Electricity Generation by Fuel (TWh),sum,1501.84765
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),biomass,2075,Electricity Generation by Fuel (TWh),sum,2587.294731
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),biomass,2100,Electricity Generation by Fuel (TWh),sum,1600.105124
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),coal,2015,Electricity Generation by Fuel (TWh),sum,1293.089506
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),coal,2025,Electricity Generation by Fuel (TWh),sum,2384.996608
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),coal,2050,Electricity Generation by Fuel (TWh),sum,2034.786797
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),coal,2075,Electricity Generation by Fuel (TWh),sum,865.4879727
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),coal,2100,Electricity Generation by Fuel (TWh),sum,3110.677033
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),gas,2015,Electricity Generation by Fuel (TWh),sum,3939.198978
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),gas,2025,Electricity Generation by Fuel (TWh),sum,2545.10167
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),gas,2050,Electricity Generation by Fuel (TWh),sum,1134.403817
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),gas,2075,Electricity Generation by Fuel (TWh),sum,1675.107113
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),gas,2100,Electricity Generation by Fuel (TWh),sum,857.1941176
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2015,Electricity Generation by Fuel (TWh),sum,4019.412972
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2025,Electricity Generation by Fuel (TWh),sum,1652.088648
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2050,Electricity Generation by Fuel (TWh),sum,3437.532288
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2075,Electricity Generation by Fuel (TWh),sum,3331.837532
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),geothermal,2100,Electricity Generation by Fuel (TWh),sum,1295.887545
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),hydro,2015,Electricity Generation by Fuel (TWh),sum,1081.087507
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),hydro,2025,Electricity Generation by Fuel (TWh),sum,877.5604231
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),hydro,2050,Electricity Generation by Fuel (TWh),sum,2078.035998
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),hydro,2075,Electricity Generation by Fuel (TWh),sum,1058.06224
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),hydro,2100,Electricity Generation by Fuel (TWh),sum,1465.548542
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2025,Electricity Generation by Fuel (TWh),sum,3349.278249
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2050,Electricity Generation by Fuel (TWh),sum,1726.298716
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2075,Electricity Generation by Fuel (TWh),sum,1634.088763
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),nuclear,2100,Electricity Generation by Fuel (TWh),sum,2707.215161
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2015,Electricity Generation by Fuel (TWh),sum,936.4307794
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2025,Electricity Generation by Fuel (TWh),sum,1388.095169
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2050,Electricity Generation by Fuel (TWh),sum,2143.383613
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2075,Electricity Generation by Fuel (TWh),sum,1769.224373
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),refined liquids,2100,Electricity Generation by Fuel (TWh),sum,2276.727052
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),solar,2015,Electricity Generation by Fuel (TWh),sum,2444.015322
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),solar,2025,Electricity Generation by Fuel (TWh),sum,2172.489906
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),solar,2050,Electricity Generation by Fuel (TWh),sum,1438.563571
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),solar,2075,Electricity Generation by Fuel (TWh),sum,3660.235581
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),solar,2100,Electricity Generation by Fuel (TWh),sum,1519.374716
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),wind,2015,Electricity Generation by Fuel (TWh),sum,1534.69022
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),wind,2025,Electricity Generation by Fuel (TWh),sum,1994.939573
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),wind,2050,Electricity Generation by Fuel (TWh),sum,719.4605772
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),wind,2075,Electricity Generation by Fuel (TWh),sum,1704.169917
Scenario 3,OH,OH,Electricity Generation by Fuel (TWh),wind,2100,Electricity Generation by Fuel (TWh),sum,2956.097781
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),agriculture,2015,Water Withdrawal by Sector (km3),sum,1020.656999
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),agriculture,2025,Water Withdrawal by Sector (km3),sum,3951.957482
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),agriculture,2050,Water Withdrawal by Sector (km3),sum,2321.647703
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),agriculture,2075,Water Withdrawal by Sector (km3),sum,1371.902243
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),agriculture,2100,Water Withdrawal by Sector (km3),sum,2022.482514
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),desalination,2015,Water Withdrawal by Sector (km3),sum,1965.883575
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),desalination,2025,Water Withdrawal by Sector (km3),sum,2133.934239
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),desalination,2050,Water Withdrawal by Sector (km3),sum,1060.634232
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),desalination,2075,Water Withdrawal by Sector (km3),sum,2083.75775
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),desalination,2100,Water Withdrawal by Sector (km3),sum,2365.697627
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),electricity,2015,Water Withdrawal by Sector (km3),sum,1136.251971
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),electricity,2025,Water Withdrawal by Sector (km3),sum,2822.273652
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),electricity,2050,Water Withdrawal by Sector (km3),sum,1610.118996
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),electricity,2075,Water Withdrawal by Sector (km3),sum,1345.323537
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),electricity,2100,Water Withdrawal by Sector (km3),sum,2335.653216
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),industry,2015,Water Withdrawal by Sector (km3),sum,3120.843552
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),industry,2025,Water Withdrawal by Sector (km3),sum,3212.755045
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),industry,2050,Water Withdrawal by Sector (km3),sum,1155.092927
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),industry,2075,Water Withdrawal by Sector (km3),sum,1769.207188
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),industry,2100,Water Withdrawal by Sector (km3),sum,1436.535839
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),livestock,2015,Water Withdrawal by Sector (km3),sum,1477.860246
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),livestock,2025,Water Withdrawal by Sector (km3),sum,1406.392357
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),livestock,2050,Water Withdrawal by Sector (km3),sum,1846.884823
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),livestock,2075,Water Withdrawal by Sector (km3),sum,2415.363992
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),livestock,2100,Water Withdrawal by Sector (km3),sum,1144.114434
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),mining,2015,Water Withdrawal by Sector (km3),sum,2810.073992
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),mining,2025,Water Withdrawal by Sector (km3),sum,2543.48012
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),mining,2050,Water Withdrawal by Sector (km3),sum,3405.173222
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),mining,2075,Water Withdrawal by Sector (km3),sum,2796.24698
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),mining,2100,Water Withdrawal by Sector (km3),sum,2103.983826
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),municipal,2015,Water Withdrawal by Sector (km3),sum,1507.622322
Scenario 3,OH,OH,Water Withdrawal by Sector (km3),municipal,2025,Water Withdrawal by Sector (km3),sum,2466.760794
