scenario,region,subRegion,param,sources,class,x,xLabel,vintage,units,aggregate,classLabel,classPalette,origScen,origQuery,origUnits,origX,value
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,Corn,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,0.076982288
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,Corn,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,0.077708006
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,Corn,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,0.078257093
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,Corn,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,0.078630253
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,Corn,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,0.078899395
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,Corn,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,0.07902992
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,Corn,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,0.079028451
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,0.0044708
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,0.0046629
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,0.01033968
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,0.01673018
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,0.02297839
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,0.024729945
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,0.027058141
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,0.029253889
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,0.033855193
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,0.038286248
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,0.043001813
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,0.047370973
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,0.048300439
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,0.048967981
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,0.049543585
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,0.049841684
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,0.050062293
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,0.050055513
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,0.049831095
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,0.049511201
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,0.049140077
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FiberCrop,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,0.048675581
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,0.0612687
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,0.1148386
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,0.253245
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,0.256443
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,0.256443
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,0.2473121
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,0.2455847
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,0.2528857
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,0.257075
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,0.2660565
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,0.2733486
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,0.2812723
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,0.2897069
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,0.29596
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,0.2999223
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,0.33406
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,0.3412404
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,0.3480147
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,0.3537506
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,0.358311
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,0.3618862
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,FodderGrass,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,0.3644454
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,0.106070398
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,0.175507399
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,0.45017769
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,0.59406699
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,0.65542069
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,0.71562177
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,0.7820773
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,0.83900441
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,0.90414176
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,0.94778713
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,0.98317925
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,1.0102887
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,1.06027518
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,1.10090778
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,1.13306382
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,1.15131155
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,1.16813645
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,1.17758533
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,1.18101917
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,1.17999741
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,1.17507663
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,MiscCrop,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,1.16673955
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,0.0266113
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,0.0385825
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,0.1077407
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,0.153939199
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,0.144960899
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,0.174647153
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,0.195393815
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,0.21454126
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,0.257729023
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,0.30538445
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,0.360056856
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,0.414848403
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,0.427717016
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,0.438348357
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,0.452007087
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,0.4608095
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,0.472136169
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,0.48324797
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,0.49380844
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,0.503426631
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,0.511620033
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OilCrop,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,0.518678235
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,0.0034262
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,0.00743569
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,0.02161789
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,0.02264729
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,0.0264693
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,0.027851577
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,0.029515743
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,0.031087281
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,0.031874381
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,0.032478149
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,0.033371033
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,0.034224658
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,0.034639924
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,0.035001174
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,0.035320011
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,0.035234955
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,0.035476769
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,0.035642052
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,0.035792034
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,0.035924013
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,0.036029184
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,OtherGrain,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,0.036091739
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,0.0042243
Scenario 1,Southeast Asia,BengalBay,Ag Production (Mt),NA,PalmFruit,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,0.01091658
