scenario,region,subRegion,param,sources,class,x,xLabel,vintage,units,aggregate,classLabel,classPalette,origScen,origQuery,origUnits,origX,value
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,1.350052
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,1.396938
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,1.445092
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,1.462785
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,1.479355
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,1.490714
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,1.666312
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,1.702568
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,1.740813
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,1.776341
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,1.807511
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,1.83513
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,FodderGrass,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,1.858767
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,7.737424
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,13.859214
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,18.828078
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,23.207092
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,24.158854
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,26.279691
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,28.733951
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,30.958615
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,36.031765
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,40.375891
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,44.375529
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,48.138639
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,49.835795
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,51.329254
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,52.605311
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,53.696901
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,54.488369
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,55.043027
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,55.40943
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,55.619344
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,55.668242
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,MiscCrop,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,55.57123
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,0.046264898
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,0.053547299
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,0.041443598
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,0.042093698
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,0.040983398
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,0.046142586
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,0.046539023
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,0.04670965
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,0.050770403
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,0.055065526
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,0.059738402
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,0.063932218
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,0.06450881
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,0.065352277
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,0.066919252
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,0.068543386
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,0.07032552
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,0.07226112
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,0.074144106
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,0.075894497
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,0.077519174
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OilCrop,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,0.079040036
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,0.01510258
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,0.000242
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,0.000181
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,0.0003987
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,0.000690999
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,0.000618997
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,0.000563883
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,0.000515794
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,0.000493678
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,0.000468403
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,0.000445864
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,0.000424984
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,0.000421172
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,0.000419923
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,0.000420266
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,0.000420593
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,0.000422931
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,0.00042565
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,0.000429268
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,0.000433406
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,0.000437774
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,OtherGrain,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,0.000442112
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,8.99882
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,10.29297
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,15.02982
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,16.0451
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,15.37637
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,16.38526
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,17.48068
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,18.49109
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,16.5772
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,15.07079
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,14.15209
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,13.50413
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,14.19786
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,14.69196
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,15.16874
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,15.5733
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,15.82282
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,16.0358
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,16.22653
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,16.41546
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,16.59356
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,PalmFruit,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,16.7741
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,6.13663
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,9.50017
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,14.8333
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,16.71414
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,18.519
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,18.996
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,19.32606
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,19.60212
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,20.58631
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,21.52559
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,22.16425
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,22.56816
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2055,Year,Vint_2055,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2055,22.6851
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2060,Year,Vint_2060,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2060,22.78812
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2065,Year,Vint_2065,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2065,22.85318
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2070,Year,Vint_2070,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2070,22.83453
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2075,Year,Vint_2075,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2075,22.8168
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2080,Year,Vint_2080,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2080,22.73165
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2085,Year,Vint_2085,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2085,22.59218
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2090,Year,Vint_2090,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2090,22.41076
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2095,Year,Vint_2095,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2095,22.19853
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,Rice,2100,Year,Vint_2100,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2100,21.95783
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,1975,Year,Vint_1975,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1975,2.0635424
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,1990,Year,Vint_1990,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,1990,2.7263886
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,2005,Year,Vint_2005,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2005,2.5069081
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,2010,Year,Vint_2010,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2010,2.9157192
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,2015,Year,Vint_2015,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2015,3.324356
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,2020,Year,Vint_2020,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2020,3.7024333
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,2025,Year,Vint_2025,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2025,3.8870704
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,2030,Year,Vint_2030,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2030,4.0667137
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,2035,Year,Vint_2035,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2035,3.9680376
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,2040,Year,Vint_2040,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2040,3.8134092
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,2045,Year,Vint_2045,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2045,3.6826598
Scenario 1,Southeast Asia,Phlppns,Ag Production (Mt),NA,RootTuber,2050,Year,Vint_2050,Ag Production (Mt),sum,Crop,pal_metis,Scenario 1,ag production by tech,Mt,2050,3.517609
