"id","param","scenario","dataset","region","x","units","value"
49,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2015,"Primary Energy Consumption by Fuel (EJ)",3.2918019282
50,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2020,"Primary Energy Consumption by Fuel (EJ)",3.865992764277
51,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2025,"Primary Energy Consumption by Fuel (EJ)",4.41351130360892
52,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2030,"Primary Energy Consumption by Fuel (EJ)",5.05185807705252
53,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2035,"Primary Energy Consumption by Fuel (EJ)",5.91015097695252
54,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2040,"Primary Energy Consumption by Fuel (EJ)",6.97229789179852
55,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2045,"Primary Energy Consumption by Fuel (EJ)",8.21109634262552
56,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2050,"Primary Energy Consumption by Fuel (EJ)",9.53088729690852
57,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2055,"Primary Energy Consumption by Fuel (EJ)",10.7102643500566
58,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2060,"Primary Energy Consumption by Fuel (EJ)",11.756797300573
59,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2065,"Primary Energy Consumption by Fuel (EJ)",12.562734484753
60,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2070,"Primary Energy Consumption by Fuel (EJ)",13.106120864067
61,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2075,"Primary Energy Consumption by Fuel (EJ)",13.42883105601
62,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2080,"Primary Energy Consumption by Fuel (EJ)",13.57091907403
63,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2085,"Primary Energy Consumption by Fuel (EJ)",13.57804371885
64,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2090,"Primary Energy Consumption by Fuel (EJ)",13.45232170167
65,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2095,"Primary Energy Consumption by Fuel (EJ)",13.21276672917
66,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Southern",2100,"Primary Energy Consumption by Fuel (EJ)",12.94626861484
67,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",1975,"Primary Energy Consumption by Fuel (EJ)",0.2664486113
68,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",1990,"Primary Energy Consumption by Fuel (EJ)",4.833768621
69,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2005,"Primary Energy Consumption by Fuel (EJ)",7.78070077699
70,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2010,"Primary Energy Consumption by Fuel (EJ)",8.9265709802
71,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2015,"Primary Energy Consumption by Fuel (EJ)",10.850623998
72,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2020,"Primary Energy Consumption by Fuel (EJ)",13.0940760832886
73,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2025,"Primary Energy Consumption by Fuel (EJ)",15.7998639605408
74,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2030,"Primary Energy Consumption by Fuel (EJ)",19.3321362841108
75,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2035,"Primary Energy Consumption by Fuel (EJ)",23.4710451399258
76,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2040,"Primary Energy Consumption by Fuel (EJ)",27.6575068242348
77,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2045,"Primary Energy Consumption by Fuel (EJ)",31.8652124854588
78,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2050,"Primary Energy Consumption by Fuel (EJ)",36.0028615380432
79,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2055,"Primary Energy Consumption by Fuel (EJ)",39.2873177407692
80,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2060,"Primary Energy Consumption by Fuel (EJ)",42.197869662236
81,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2065,"Primary Energy Consumption by Fuel (EJ)",44.52798239487
82,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2070,"Primary Energy Consumption by Fuel (EJ)",46.29993133443
83,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2075,"Primary Energy Consumption by Fuel (EJ)",47.1021474347
84,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2080,"Primary Energy Consumption by Fuel (EJ)",47.2355119614
85,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2085,"Primary Energy Consumption by Fuel (EJ)",46.9908406481
86,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2090,"Primary Energy Consumption by Fuel (EJ)",46.4194449811
87,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2095,"Primary Energy Consumption by Fuel (EJ)",45.6683088028
88,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Africa_Western",2100,"Primary Energy Consumption by Fuel (EJ)",45.1089774429
89,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",1975,"Primary Energy Consumption by Fuel (EJ)",0.20700219
90,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",1990,"Primary Energy Consumption by Fuel (EJ)",1.7551657
91,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2005,"Primary Energy Consumption by Fuel (EJ)",2.81934185
92,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2010,"Primary Energy Consumption by Fuel (EJ)",3.2191798599
93,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2015,"Primary Energy Consumption by Fuel (EJ)",2.9527777123
94,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2020,"Primary Energy Consumption by Fuel (EJ)",3.32001303003839
95,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2025,"Primary Energy Consumption by Fuel (EJ)",3.57785487349614
96,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2030,"Primary Energy Consumption by Fuel (EJ)",3.84041418613514
97,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2035,"Primary Energy Consumption by Fuel (EJ)",4.08514541743214
98,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2040,"Primary Energy Consumption by Fuel (EJ)",4.27440113642614
99,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2045,"Primary Energy Consumption by Fuel (EJ)",4.40746803671014
100,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2050,"Primary Energy Consumption by Fuel (EJ)",4.50845146319575
101,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2055,"Primary Energy Consumption by Fuel (EJ)",4.554711596093
102,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2060,"Primary Energy Consumption by Fuel (EJ)",4.553010628442
103,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2065,"Primary Energy Consumption by Fuel (EJ)",4.451816343171
104,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2070,"Primary Energy Consumption by Fuel (EJ)",4.381065945946
105,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2075,"Primary Energy Consumption by Fuel (EJ)",4.293545700863
106,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2080,"Primary Energy Consumption by Fuel (EJ)",4.18174831132
107,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2085,"Primary Energy Consumption by Fuel (EJ)",4.04378682337
108,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2090,"Primary Energy Consumption by Fuel (EJ)",3.89817084099
109,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2095,"Primary Energy Consumption by Fuel (EJ)",3.75149209864
110,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Argentina",2100,"Primary Energy Consumption by Fuel (EJ)",3.599676238404
111,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",1975,"Primary Energy Consumption by Fuel (EJ)",0.47957037
112,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",1990,"Primary Energy Consumption by Fuel (EJ)",3.94152263
113,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2005,"Primary Energy Consumption by Fuel (EJ)",4.81361280688
114,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2010,"Primary Energy Consumption by Fuel (EJ)",5.11814485948
115,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2015,"Primary Energy Consumption by Fuel (EJ)",4.02392647562
116,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2020,"Primary Energy Consumption by Fuel (EJ)",4.30812842689466
117,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2025,"Primary Energy Consumption by Fuel (EJ)",4.53503417749688
118,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2030,"Primary Energy Consumption by Fuel (EJ)",4.80894044934938
119,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2035,"Primary Energy Consumption by Fuel (EJ)",5.12345235564158
120,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2040,"Primary Energy Consumption by Fuel (EJ)",5.45059544075558
121,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2045,"Primary Energy Consumption by Fuel (EJ)",5.88830151088958
122,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2050,"Primary Energy Consumption by Fuel (EJ)",6.36354232594492
123,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2055,"Primary Energy Consumption by Fuel (EJ)",6.7446278978297
124,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2060,"Primary Energy Consumption by Fuel (EJ)",7.0236685893272
125,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2065,"Primary Energy Consumption by Fuel (EJ)",7.239031173555
126,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2070,"Primary Energy Consumption by Fuel (EJ)",7.397697499428
127,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2075,"Primary Energy Consumption by Fuel (EJ)",7.489497553997
128,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2080,"Primary Energy Consumption by Fuel (EJ)",7.53510836621
129,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2085,"Primary Energy Consumption by Fuel (EJ)",7.5868900625
130,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2090,"Primary Energy Consumption by Fuel (EJ)",7.61062719536
131,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2095,"Primary Energy Consumption by Fuel (EJ)",7.61282443371
132,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Australia_NZ",2100,"Primary Energy Consumption by Fuel (EJ)",7.60530942844
133,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",1975,"Primary Energy Consumption by Fuel (EJ)",0.81666513
134,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",1990,"Primary Energy Consumption by Fuel (EJ)",4.12756583
135,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2005,"Primary Energy Consumption by Fuel (EJ)",7.762083516
136,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2010,"Primary Energy Consumption by Fuel (EJ)",9.719258
137,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2015,"Primary Energy Consumption by Fuel (EJ)",10.313828574
138,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2020,"Primary Energy Consumption by Fuel (EJ)",10.9820014827758
139,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2025,"Primary Energy Consumption by Fuel (EJ)",11.6311388789076
140,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2030,"Primary Energy Consumption by Fuel (EJ)",12.3591951297306
141,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2035,"Primary Energy Consumption by Fuel (EJ)",13.2253560854906
142,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2040,"Primary Energy Consumption by Fuel (EJ)",13.9692245541806
143,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2045,"Primary Energy Consumption by Fuel (EJ)",14.5547121448106
144,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2050,"Primary Energy Consumption by Fuel (EJ)",15.0313859759948
145,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2055,"Primary Energy Consumption by Fuel (EJ)",15.280989508113
146,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2060,"Primary Energy Consumption by Fuel (EJ)",15.42335299445
147,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2065,"Primary Energy Consumption by Fuel (EJ)",15.36090725678
148,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2070,"Primary Energy Consumption by Fuel (EJ)",15.21192069019
149,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2075,"Primary Energy Consumption by Fuel (EJ)",14.96576291313
150,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2080,"Primary Energy Consumption by Fuel (EJ)",14.63363396363
151,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2085,"Primary Energy Consumption by Fuel (EJ)",14.20295141492
152,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2090,"Primary Energy Consumption by Fuel (EJ)",13.65395186851
153,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2095,"Primary Energy Consumption by Fuel (EJ)",13.01495372645
154,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Brazil",2100,"Primary Energy Consumption by Fuel (EJ)",12.3268031589
155,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",1975,"Primary Energy Consumption by Fuel (EJ)",1.2281361
156,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",1990,"Primary Energy Consumption by Fuel (EJ)",8.448236
157,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2005,"Primary Energy Consumption by Fuel (EJ)",11.2261762496
158,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2010,"Primary Energy Consumption by Fuel (EJ)",10.962221673
159,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2015,"Primary Energy Consumption by Fuel (EJ)",9.8164323
160,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2020,"Primary Energy Consumption by Fuel (EJ)",11.3382431109328
161,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2025,"Primary Energy Consumption by Fuel (EJ)",11.7205968847566
162,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2030,"Primary Energy Consumption by Fuel (EJ)",12.0048110684972
163,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2035,"Primary Energy Consumption by Fuel (EJ)",12.3065236592743
164,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2040,"Primary Energy Consumption by Fuel (EJ)",12.66655251803
165,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2045,"Primary Energy Consumption by Fuel (EJ)",13.1062191934501
166,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2050,"Primary Energy Consumption by Fuel (EJ)",13.5337958980292
167,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2055,"Primary Energy Consumption by Fuel (EJ)",13.8278639879637
168,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2060,"Primary Energy Consumption by Fuel (EJ)",14.038080059516
169,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2065,"Primary Energy Consumption by Fuel (EJ)",14.1227491641
170,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2070,"Primary Energy Consumption by Fuel (EJ)",14.17696527826
171,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2075,"Primary Energy Consumption by Fuel (EJ)",14.2119746403
172,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2080,"Primary Energy Consumption by Fuel (EJ)",14.2333846671
173,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2085,"Primary Energy Consumption by Fuel (EJ)",14.1549117579
174,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2090,"Primary Energy Consumption by Fuel (EJ)",14.0240802372
175,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2095,"Primary Energy Consumption by Fuel (EJ)",13.8532460767
176,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Canada",2100,"Primary Energy Consumption by Fuel (EJ)",13.6369869415
177,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Central America and Caribbean",1975,"Primary Energy Consumption by Fuel (EJ)",0.233855442
178,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Central America and Caribbean",1990,"Primary Energy Consumption by Fuel (EJ)",1.2864389757
179,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Central America and Caribbean",2005,"Primary Energy Consumption by Fuel (EJ)",1.8701978179
180,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Central America and Caribbean",2010,"Primary Energy Consumption by Fuel (EJ)",2.1509880905
181,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Central America and Caribbean",2015,"Primary Energy Consumption by Fuel (EJ)",1.94981780496
182,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Central America and Caribbean",2020,"Primary Energy Consumption by Fuel (EJ)",2.1682700015076
183,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Central America and Caribbean",2025,"Primary Energy Consumption by Fuel (EJ)",2.5221162527571
184,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Central America and Caribbean",2030,"Primary Energy Consumption by Fuel (EJ)",2.9549059859801
185,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","Central America and Caribbean",2035,"Primary Energy Consumption by Fuel (EJ)",3.5105142944021
