"id","param","scenario","dataset","region","classLabel","class","x","units","value"
37,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","b natural gas",2070,"Primary Energy Consumption by Fuel (EJ)",146.989634712
38,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","b natural gas",2075,"Primary Energy Consumption by Fuel (EJ)",142.426832848
39,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","b natural gas",2080,"Primary Energy Consumption by Fuel (EJ)",136.607355205
40,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","b natural gas",2085,"Primary Energy Consumption by Fuel (EJ)",130.440115127
41,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","b natural gas",2090,"Primary Energy Consumption by Fuel (EJ)",125.45344095
42,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","b natural gas",2095,"Primary Energy Consumption by Fuel (EJ)",122.136543031
43,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","b natural gas",2100,"Primary Energy Consumption by Fuel (EJ)",119.667147591
44,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",1975,"Primary Energy Consumption by Fuel (EJ)",23.9890080265
45,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",1990,"Primary Energy Consumption by Fuel (EJ)",82.2551282201
46,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2005,"Primary Energy Consumption by Fuel (EJ)",108.4579367419
47,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2010,"Primary Energy Consumption by Fuel (EJ)",127.4856196648
48,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2015,"Primary Energy Consumption by Fuel (EJ)",127.169981497013
49,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2020,"Primary Energy Consumption by Fuel (EJ)",140.706074587
50,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2025,"Primary Energy Consumption by Fuel (EJ)",147.429740539
51,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2030,"Primary Energy Consumption by Fuel (EJ)",148.096330033
52,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2035,"Primary Energy Consumption by Fuel (EJ)",144.789941008
53,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2040,"Primary Energy Consumption by Fuel (EJ)",138.692894499
54,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2045,"Primary Energy Consumption by Fuel (EJ)",130.77653348
55,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2050,"Primary Energy Consumption by Fuel (EJ)",122.3399417
56,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2055,"Primary Energy Consumption by Fuel (EJ)",113.09764789
57,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2060,"Primary Energy Consumption by Fuel (EJ)",104.36514506
58,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2065,"Primary Energy Consumption by Fuel (EJ)",96.68009439
59,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2070,"Primary Energy Consumption by Fuel (EJ)",89.764720557
60,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2075,"Primary Energy Consumption by Fuel (EJ)",80.895632549
61,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2080,"Primary Energy Consumption by Fuel (EJ)",67.726975153
62,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2085,"Primary Energy Consumption by Fuel (EJ)",57.630666018
63,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2090,"Primary Energy Consumption by Fuel (EJ)",48.6948068195
64,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2095,"Primary Energy Consumption by Fuel (EJ)",41.2040862023
65,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","c coal",2100,"Primary Energy Consumption by Fuel (EJ)",35.04654743315
66,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",1975,"Primary Energy Consumption by Fuel (EJ)",4.17529461
67,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",1990,"Primary Energy Consumption by Fuel (EJ)",35.7580939896
68,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2005,"Primary Energy Consumption by Fuel (EJ)",41.9127598507
69,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2010,"Primary Energy Consumption by Fuel (EJ)",46.6025835672
70,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2015,"Primary Energy Consumption by Fuel (EJ)",49.787283719
71,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2020,"Primary Energy Consumption by Fuel (EJ)",53.3119674756789
72,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2025,"Primary Energy Consumption by Fuel (EJ)",61.0360813804481
73,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2030,"Primary Energy Consumption by Fuel (EJ)",69.1641516337748
74,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2035,"Primary Energy Consumption by Fuel (EJ)",79.2931448841381
75,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2040,"Primary Energy Consumption by Fuel (EJ)",94.2003061779159
76,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2045,"Primary Energy Consumption by Fuel (EJ)",113.510317505196
77,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2050,"Primary Energy Consumption by Fuel (EJ)",132.346113373694
78,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2055,"Primary Energy Consumption by Fuel (EJ)",140.554081621298
79,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2060,"Primary Energy Consumption by Fuel (EJ)",142.893818973939
80,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2065,"Primary Energy Consumption by Fuel (EJ)",143.590366516704
81,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2070,"Primary Energy Consumption by Fuel (EJ)",141.718192457737
82,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2075,"Primary Energy Consumption by Fuel (EJ)",139.406215214798
83,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2080,"Primary Energy Consumption by Fuel (EJ)",137.7257534792
84,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2085,"Primary Energy Consumption by Fuel (EJ)",136.006544789167
85,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2090,"Primary Energy Consumption by Fuel (EJ)",133.952768338152
86,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2095,"Primary Energy Consumption by Fuel (EJ)",131.247399030927
87,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","d bioenergy",2100,"Primary Energy Consumption by Fuel (EJ)",126.889701587603
88,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",1990,"Primary Energy Consumption by Fuel (EJ)",7.2459284725
89,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2005,"Primary Energy Consumption by Fuel (EJ)",9.964242726
90,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2010,"Primary Energy Consumption by Fuel (EJ)",9.922119719
91,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2015,"Primary Energy Consumption by Fuel (EJ)",9.247351843
92,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2020,"Primary Energy Consumption by Fuel (EJ)",10.0884945264162
93,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2025,"Primary Energy Consumption by Fuel (EJ)",11.2142646741603
94,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2030,"Primary Energy Consumption by Fuel (EJ)",12.4999199441352
95,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2035,"Primary Energy Consumption by Fuel (EJ)",13.7648865832553
96,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2040,"Primary Energy Consumption by Fuel (EJ)",14.7817518327295
97,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2045,"Primary Energy Consumption by Fuel (EJ)",15.7981893502796
98,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2050,"Primary Energy Consumption by Fuel (EJ)",16.7211086120892
99,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2055,"Primary Energy Consumption by Fuel (EJ)",17.4643046293472
100,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2060,"Primary Energy Consumption by Fuel (EJ)",18.337881652811
101,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2065,"Primary Energy Consumption by Fuel (EJ)",19.3072241977262
102,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2070,"Primary Energy Consumption by Fuel (EJ)",20.1622588356636
103,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2075,"Primary Energy Consumption by Fuel (EJ)",20.767206017444
104,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2080,"Primary Energy Consumption by Fuel (EJ)",20.766960349186
105,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2085,"Primary Energy Consumption by Fuel (EJ)",20.538712295532
106,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2090,"Primary Energy Consumption by Fuel (EJ)",19.924173803331
107,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2095,"Primary Energy Consumption by Fuel (EJ)",18.997243601096
108,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","e nuclear",2100,"Primary Energy Consumption by Fuel (EJ)",17.890790135596
109,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",1990,"Primary Energy Consumption by Fuel (EJ)",7.7098954
110,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2005,"Primary Energy Consumption by Fuel (EJ)",10.5673404
111,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2010,"Primary Energy Consumption by Fuel (EJ)",12.3974942
112,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2015,"Primary Energy Consumption by Fuel (EJ)",14.0511296
113,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2020,"Primary Energy Consumption by Fuel (EJ)",14.4909747
114,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2025,"Primary Energy Consumption by Fuel (EJ)",14.9308109
115,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2030,"Primary Energy Consumption by Fuel (EJ)",15.370655
116,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2035,"Primary Energy Consumption by Fuel (EJ)",15.8104884
117,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2040,"Primary Energy Consumption by Fuel (EJ)",16.2503269
118,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2045,"Primary Energy Consumption by Fuel (EJ)",16.6901682
119,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2050,"Primary Energy Consumption by Fuel (EJ)",17.1300046
120,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2055,"Primary Energy Consumption by Fuel (EJ)",17.569847
121,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2060,"Primary Energy Consumption by Fuel (EJ)",18.0096831
122,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2065,"Primary Energy Consumption by Fuel (EJ)",18.4495293
123,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2070,"Primary Energy Consumption by Fuel (EJ)",18.8893555
124,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2075,"Primary Energy Consumption by Fuel (EJ)",19.3291855
125,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2080,"Primary Energy Consumption by Fuel (EJ)",19.7690387
126,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2085,"Primary Energy Consumption by Fuel (EJ)",20.208873
127,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2090,"Primary Energy Consumption by Fuel (EJ)",20.6487121
128,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2095,"Primary Energy Consumption by Fuel (EJ)",21.0885442
129,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","f hydro",2100,"Primary Energy Consumption by Fuel (EJ)",21.5283995
130,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",1990,"Primary Energy Consumption by Fuel (EJ)",0.01396779499
131,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2005,"Primary Energy Consumption by Fuel (EJ)",0.3738380283
132,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2010,"Primary Energy Consumption by Fuel (EJ)",1.22869505602
133,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2015,"Primary Energy Consumption by Fuel (EJ)",3.0154911797
134,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2020,"Primary Energy Consumption by Fuel (EJ)",8.49731026376698
135,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2025,"Primary Energy Consumption by Fuel (EJ)",13.249574455915
136,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2030,"Primary Energy Consumption by Fuel (EJ)",19.8326826890269
137,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2035,"Primary Energy Consumption by Fuel (EJ)",27.6588971550812
138,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2040,"Primary Energy Consumption by Fuel (EJ)",36.1377518131629
139,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2045,"Primary Energy Consumption by Fuel (EJ)",43.1636705646456
140,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2050,"Primary Energy Consumption by Fuel (EJ)",48.8764600488754
141,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2055,"Primary Energy Consumption by Fuel (EJ)",54.8757572197906
142,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2060,"Primary Energy Consumption by Fuel (EJ)",59.734827935015
143,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2065,"Primary Energy Consumption by Fuel (EJ)",63.727002130334
144,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2070,"Primary Energy Consumption by Fuel (EJ)",65.770232488034
145,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2075,"Primary Energy Consumption by Fuel (EJ)",66.898546604225
146,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2080,"Primary Energy Consumption by Fuel (EJ)",68.900086057611
147,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2085,"Primary Energy Consumption by Fuel (EJ)",69.573479215224
148,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2090,"Primary Energy Consumption by Fuel (EJ)",69.135934535015
149,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2095,"Primary Energy Consumption by Fuel (EJ)",67.733832328833
150,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","g wind",2100,"Primary Energy Consumption by Fuel (EJ)",65.570606073127
151,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",1990,"Primary Energy Consumption by Fuel (EJ)",0.00271075487
152,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2005,"Primary Energy Consumption by Fuel (EJ)",0.01628922641
153,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2010,"Primary Energy Consumption by Fuel (EJ)",0.12190938197
154,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2015,"Primary Energy Consumption by Fuel (EJ)",0.93604056536
155,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2020,"Primary Energy Consumption by Fuel (EJ)",3.24869860531721
156,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2025,"Primary Energy Consumption by Fuel (EJ)",10.7687032003676
157,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2030,"Primary Energy Consumption by Fuel (EJ)",20.0606056273629
158,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2035,"Primary Energy Consumption by Fuel (EJ)",30.1112848237306
159,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2040,"Primary Energy Consumption by Fuel (EJ)",40.7145089369246
160,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2045,"Primary Energy Consumption by Fuel (EJ)",51.3770556265227
161,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2050,"Primary Energy Consumption by Fuel (EJ)",62.1635895655555
162,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2055,"Primary Energy Consumption by Fuel (EJ)",71.0348939648963
163,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2060,"Primary Energy Consumption by Fuel (EJ)",79.1233917025347
164,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2065,"Primary Energy Consumption by Fuel (EJ)",87.353254421555
165,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2070,"Primary Energy Consumption by Fuel (EJ)",93.2825564931829
166,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2075,"Primary Energy Consumption by Fuel (EJ)",97.7899030231048
167,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2080,"Primary Energy Consumption by Fuel (EJ)",102.471081221748
168,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2085,"Primary Energy Consumption by Fuel (EJ)",104.756977597237
169,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2090,"Primary Energy Consumption by Fuel (EJ)",104.964529135672
170,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2095,"Primary Energy Consumption by Fuel (EJ)",103.199895107769
171,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","h solar",2100,"Primary Energy Consumption by Fuel (EJ)",101.005632070108
172,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","i geothermal",1990,"Primary Energy Consumption by Fuel (EJ)",0.13092182906
173,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","i geothermal",2005,"Primary Energy Consumption by Fuel (EJ)",0.209586759
174,"energyPrimaryByFuelEJ","GCAM_SSP1","gcamv7p0","global","Fuel","i geothermal",2010,"Primary Energy Consumption by Fuel (EJ)",0.24497185
